[00:06.840 --> 00:08.840]  We live?
[01:52:52.560 --> 01:52:58.960]  Peter, dude, I haven't smoked a dooper in a couple of days, except we started this live.
[01:52:58.960 --> 01:53:04.160]  Trust me, I'm Jones and I smoke some of the sash.
[01:53:04.160 --> 01:53:07.480]  I just opened a packet earlier today.
[01:53:08.480 --> 01:53:12.480]  I'm barely moaning that we were smoking last time and, oh man, it's pretty good.
[01:53:28.410 --> 01:53:33.410]  Basically, we want to get the last bit of water out of this drum.
[01:53:35.410 --> 01:53:38.410]  We want to get the last few good ass drops.
[01:53:50.320 --> 01:53:52.320]  This is what we gotta do.
[01:53:54.320 --> 01:53:55.320]  Alright, I'm back.
[01:53:56.320 --> 01:53:57.320]  What did I miss?
[01:53:58.320 --> 01:53:59.320]  Alright.
[01:54:00.320 --> 01:54:04.320]  It looks like the bag kinda slipped off, but we're good.
[01:54:07.240 --> 01:54:08.240]  Alright.
[01:54:09.240 --> 01:54:10.240]  Let's all just...
[01:54:10.240 --> 01:54:11.240]  Here we go, guys.
[01:54:11.240 --> 01:54:13.240]  So I'm gonna get one more little...
[01:54:14.240 --> 01:54:15.240]  Yeah.
[01:54:15.240 --> 01:54:16.240]  This might matter if we go out.
[01:54:20.080 --> 01:54:21.080]  I'm gonna step up.
[01:54:21.080 --> 01:54:22.080]  Guys, I'll be back.
[01:54:22.080 --> 01:54:23.080]  I promise.
[01:54:23.080 --> 01:54:24.080]  I'm gonna take this material outside.
[01:54:24.080 --> 01:54:26.080]  I'm gonna throw it in my planter.
[01:54:26.080 --> 01:54:30.080]  I'm gonna take this particular area where this mat was grown.
[01:54:30.080 --> 01:54:32.080]  I have the areas numbered.
[01:54:32.080 --> 01:54:35.080]  I know exactly where this plant came from.
[01:54:35.080 --> 01:54:38.080]  I'm gonna put this material back into the same area.
[01:54:38.080 --> 01:54:42.080]  The reason why is because if some of these seeds germinate, which they will pretty soon,
[01:54:42.080 --> 01:54:44.080]  I want to know exactly what plant it is.
[01:54:44.080 --> 01:54:48.080]  That way I can give it to some of the friends and local people that I know here around the area
[01:54:48.080 --> 01:54:49.080]  and do something with them.
[01:54:49.080 --> 01:54:50.080]  So here we go.
[01:54:50.080 --> 01:54:51.080]  I'll be back.
[01:55:03.440 --> 01:55:04.440]  Alright.
[01:55:05.440 --> 01:55:06.440]  It's just you and me.
[01:55:07.440 --> 01:55:08.440]  It's good.
[01:55:13.440 --> 01:55:19.440]  So I like the attention to detail that you put each plant back in the bed that it came from.
[01:55:24.950 --> 01:55:26.950]  To me, it's closing the loop, Peter.
[01:55:26.950 --> 01:55:30.950]  In some kind of crazy way, it means a lot to me.
[01:55:30.950 --> 01:55:31.950]  It means a lot to me.
[01:55:31.950 --> 01:55:32.950]  I respect the plant a lot.
[01:55:33.950 --> 01:55:37.950]  My wife calls me sometimes crazy when I'm about to chop a plant down.
[01:55:37.950 --> 01:55:39.950]  And I just have a little conversation with the plant.
[01:55:40.950 --> 01:55:41.950]  Talk to the plant.
[01:55:41.950 --> 01:55:45.950]  Thank the plant for producing what it does.
[01:55:45.950 --> 01:55:47.950]  Being who it is.
[01:55:52.600 --> 01:55:53.600]  If it's listening, cool.
[01:55:53.600 --> 01:55:54.600]  If not, it's cool.
[01:55:54.600 --> 01:55:56.600]  It makes me feel better.
[01:55:56.600 --> 01:55:59.600]  As long as I can make you feel better, that's all that matters.
[01:55:59.600 --> 01:56:01.600]  So here we go, guys.
[01:56:02.600 --> 01:56:03.600]  I agree.
[01:56:04.600 --> 01:56:05.600]  Alright.
[01:56:07.600 --> 01:56:08.600]  Alright.
[01:56:08.600 --> 01:56:09.600]  Alright.
[01:56:09.600 --> 01:56:14.600]  So this one, I'm going to give it a quick little rinse.
[01:56:14.600 --> 01:56:16.600]  My wife is going to run again.
[01:56:16.600 --> 01:56:17.600]  Sorry, baby.
[01:56:17.600 --> 01:56:19.600]  She's going to run to rinse this bucket.
[01:56:19.600 --> 01:56:25.600]  And then we're going to pour the rest of this water through these filters again.
[01:56:26.600 --> 01:56:28.600]  Now we won't have any material.
[01:56:29.600 --> 01:56:32.600]  There might be some material in there, but not much at all.
[01:56:32.600 --> 01:56:34.600]  There will be little plant matter.
[01:56:34.600 --> 01:56:39.600]  They will go through the first fruit fly mesh bag that I make.
[01:56:41.600 --> 01:56:53.600]  But yeah, the reason why that came is because it makes it a lot easier to beat the shit out of that material without harming the filters on these expensive bags.
[01:56:53.600 --> 01:56:58.600]  I really don't like to beat them up.
[01:56:58.600 --> 01:57:02.600]  So I beat up the other bag that I make because they're just more disposable.
[01:57:02.600 --> 01:57:05.600]  I have a shitload of material, and I can just make them on tap.
[01:57:05.600 --> 01:57:06.600]  So thank you, sweetheart.
[01:57:06.600 --> 01:57:08.600]  Alright, here we go, guys.
[01:57:47.470 --> 01:57:48.470]  Alright.
[01:57:49.470 --> 01:57:50.470]  Here we go.
[01:57:50.470 --> 01:57:57.470]  So we just filled up this 35-gallon jug, and we're pouring the water out through this bigot.
[01:57:57.470 --> 01:57:59.470]  You don't have to have a spigot.
[01:57:59.470 --> 01:58:09.470]  Like I said previously, when I washed outside, I just had a 55-gallon drum with a 3-eighths hole drilled right at the bottom.
[01:58:09.470 --> 01:58:11.470]  And I just let it flow.
[01:58:11.470 --> 01:58:18.470]  But just to make it nice and more controllable inside of this room, today I went to Home Depot and bought that bulkhead flange.
[01:58:18.470 --> 01:58:22.470]  It's called a bulkhead flange if anybody wants to build something like this.
[01:58:22.470 --> 01:58:25.470]  They're about $10 or something like that.
[01:58:25.470 --> 01:58:32.470]  And just install it, glue your hardware, and you should be good to go.
[01:58:32.470 --> 01:58:38.470]  It definitely makes it a lot controllable, a lot easier to control the water flow coming out of here.
[01:58:38.470 --> 01:58:51.520]  So the goal here, truly, Peter, the reason why I wanted to do this is if—
[01:58:51.520 --> 01:58:58.520]  I mean, when I was young and I would go down the street now and see those dare signs in school and stuff like that,
[01:58:58.520 --> 01:59:04.520]  don't do drugs and stuff like that, to me it was like dare to put a seed in the ground.
[01:59:04.520 --> 01:59:06.520]  Seriously, that's what I would think.
[01:59:06.520 --> 01:59:10.520]  And I was planting shit everywhere I could, to be honest with you.
[01:59:10.520 --> 01:59:19.520]  So if I can dare anybody to go out there and plant some fucking seeds and grow some herbs and produce your own medication,
[01:59:19.520 --> 01:59:21.520]  then more power.
[01:59:21.520 --> 01:59:29.520]  If this two hours time that we spend here talking to this freaking screen and you guys listening,
[01:59:29.520 --> 01:59:33.520]  lucky enough you guys are listening, then it's worth my time.
[01:59:33.520 --> 01:59:35.520]  Seriously.
[01:59:35.520 --> 01:59:40.520]  I feel like I'm listening to you take a really long piss.
[01:59:41.520 --> 01:59:52.520]  Like my point of view is like you from the side, just kind of facing a direction like you're standing against a urinal.
[01:59:52.520 --> 02:00:00.520]  Oh my God.
[02:00:00.520 --> 02:00:04.520]  So let me tell you a story, Peter.
[02:00:04.520 --> 02:00:08.520]  A while back, you know, we used to do some growing up in the San Bernardino Mountains.
[02:00:08.520 --> 02:00:14.520]  And we would do guerrilla style grows, you know.
[02:00:14.520 --> 02:00:27.520]  And I bought a Boy Scout outfit at a Chinese yard sale for like $4, maybe $3.75.
[02:00:27.520 --> 02:00:37.520]  And I would fit my fat ass in an Eagle Scout Boy Scout suit and I would go out hiking up in the mountains to irrigate my plants and stuff like that.
[02:00:37.520 --> 02:00:43.520]  And I would carry a reading the rain notepad that I would write poetry.
[02:00:43.520 --> 02:00:47.520]  And just in case, you know, and...
[02:00:47.520 --> 02:00:50.520]  All right. Just to be clear, this wasn't recently.
[02:00:50.520 --> 02:00:55.520]  This was like when you were of an age where it would be normal for you to be wearing a Boy Scout outfit.
[02:00:55.520 --> 02:00:59.520]  Because like if you were wearing a Boy Scout outfit now, it'd be very weird.
[02:00:59.520 --> 02:01:03.520]  I was a big fat tall dude wearing a big fucking...
[02:01:03.520 --> 02:01:13.520]  Anyways, I was maybe in my 30s, something like that.
[02:01:13.520 --> 02:01:15.520]  Seriously.
[02:01:15.520 --> 02:01:19.520]  One time I ran across the Rangers, bro.
[02:01:19.520 --> 02:01:22.520]  And the Rangers tells me, what are you doing up here?
[02:01:22.520 --> 02:01:25.520]  And I'm like, oh, I'm out here inspired.
[02:01:25.520 --> 02:01:28.520]  I'm getting inspiration so I can write some poetry.
[02:01:28.520 --> 02:01:31.520]  Do you mind if I can read you some?
[02:01:31.520 --> 02:01:34.520]  And he looked at me, he's like, oh, no, no, no, no, please don't.
[02:01:34.520 --> 02:01:37.520]  And fucking got his shit and left.
[02:01:37.520 --> 02:01:40.520]  And that was one of the stories that I always like to tell.
[02:01:40.520 --> 02:01:43.520]  Boy Scout outfit story.
[02:01:43.520 --> 02:01:50.520]  It got me out of getting busted one time while we were growing some stuff out in the middle of nowhere.
[02:01:50.520 --> 02:01:56.520]  I was still growing and being greedy, trying to grow a little bit more somewhere in wilderness areas.
[02:01:56.520 --> 02:01:59.520]  I mean, that worked out for me.
[02:01:59.520 --> 02:02:00.520]  I won't do it again.
[02:02:00.520 --> 02:02:02.520]  I'm just plain stupid.
[02:02:02.520 --> 02:02:10.520]  But the things that you would do when you're out there, you know, when your imagination is wide open, fungi is involved.
[02:02:10.520 --> 02:02:13.520]  So, yeah.
[02:02:13.520 --> 02:02:16.520]  Yeah.
[02:02:16.520 --> 02:02:18.520]  So we're just waiting for the stuff to fucking come.
[02:02:19.520 --> 02:02:26.520]  And are you guys going to harvest your mushroom blocks next?
[02:02:26.520 --> 02:02:30.520]  What do you mean?
[02:02:30.520 --> 02:02:34.520]  I'm implying growing mushrooms.
[02:02:34.520 --> 02:02:36.520]  Yeah.
[02:02:36.520 --> 02:02:39.520]  I got a little work tomorrow, man.
[02:02:39.520 --> 02:02:47.810]  It's been a rough one.
[02:02:47.810 --> 02:02:55.400]  By putting the Boy Scout outfit on, you're trying to draw attention.
[02:02:55.400 --> 02:02:57.400]  Right, right, right.
[02:02:57.400 --> 02:03:00.400]  Well, I was trying to be that one weirdo that nobody wanted to talk to me.
[02:03:00.400 --> 02:03:01.400]  You know what I mean?
[02:03:01.400 --> 02:03:02.400]  Did it work for work?
[02:03:02.400 --> 02:03:03.400]  Perfect for me.
[02:03:03.400 --> 02:03:05.400]  You know what?
[02:03:05.400 --> 02:03:10.400]  We're a goddamn Eagle Scout suit and what around the wilderness fucking writing poetry, bro.
[02:03:10.400 --> 02:03:11.400]  It worked for me.
[02:03:11.400 --> 02:03:16.400]  You know, it's a crazy approach, man, but it works.
[02:03:16.400 --> 02:03:18.400]  Hey, I got me some good ass fucking man.
[02:03:18.400 --> 02:03:20.400]  And who's the cover from the whole thing?
[02:03:20.400 --> 02:03:27.120]  So, hey, backpack it.
[02:03:27.120 --> 02:03:32.120]  It's coming.
[02:03:32.120 --> 02:03:34.120]  I think you're the biggest weirdo.
[02:03:34.120 --> 02:03:35.120]  Right?
[02:03:35.120 --> 02:03:41.120]  Fucking guy's a weirdo.
[02:03:41.120 --> 02:03:44.120]  Bro, life is too short to not have fun.
[02:03:44.120 --> 02:03:46.120]  Keep saying it.
[02:03:46.120 --> 02:03:51.120]  All right, so I'm taking this 220 out, Peter.
[02:03:51.120 --> 02:04:06.220]  Whatever plant matter went through that big bag that we were using should be trapped right here.
[02:04:06.220 --> 02:04:08.220]  You see it?
[02:04:08.220 --> 02:04:11.220]  I'm going to honestly give this up to the freaking spirits.
[02:04:11.220 --> 02:04:16.220]  I'm not doing nothing with it.
[02:04:16.220 --> 02:04:19.220]  Oh, someone is getting the light.
[02:04:20.220 --> 02:04:25.220]  So that's the 220 came out after that big bag.
[02:04:25.220 --> 02:04:28.220]  We're going to dump it in the trash.
[02:04:28.220 --> 02:04:59.720]  So this is second run 220, but you kept the first run 220.
[02:04:59.720 --> 02:05:07.720]  Fred said it looks like.
[02:05:08.720 --> 02:05:12.720]  Just trying to get this flow to come in a little faster.
[02:05:12.720 --> 02:05:21.110]  All right, here we go.
[02:05:21.110 --> 02:05:23.110]  I'm going to add some more buckets of water into this.
[02:05:23.110 --> 02:05:36.460]  It really doesn't take a lot to make hash in your backyard, man.
[02:05:36.460 --> 02:05:43.460]  All it takes is a little bit of dedication, a little bit of craziness, and the wanting to do it.
[02:05:43.460 --> 02:05:51.680]  Yeah, but it's a once a year thing, right?
[02:05:52.680 --> 02:05:56.680]  For you, you do it for like a week a year.
[02:05:56.680 --> 02:05:59.680]  It helps me out in some certain way.
[02:05:59.680 --> 02:06:01.680]  I'm not the kind of guy that.
[02:06:01.680 --> 02:06:03.680]  Say that again.
[02:06:03.680 --> 02:06:13.680]  I get somehow build something to make something to get it done somehow my way, that that's the route that I'm going to take.
[02:06:13.680 --> 02:06:18.680]  Like you keep saying, it works for me, man.
[02:06:25.170 --> 02:06:34.170]  So based on the looks of that material that I was washing or that we just pulled out, it's done.
[02:06:34.170 --> 02:06:35.170]  Do a wash.
[02:06:35.170 --> 02:06:38.170]  Two was good enough.
[02:06:38.170 --> 02:06:43.850]  We'll see what we get out of these bags.
[02:06:43.850 --> 02:06:44.850]  Thanks.
[02:06:44.850 --> 02:07:07.040]  Appreciate it, bro.
[02:07:07.040 --> 02:07:10.040]  Peter's probably asleep over there.
[02:07:10.040 --> 02:07:20.040]  I'm answering people on the chat right now because someone has to go into work.
[02:07:20.040 --> 02:07:22.040]  Boring you.
[02:07:22.040 --> 02:07:23.040]  Well, guess what?
[02:07:23.040 --> 02:07:26.040]  Right after this, I got a couple of boobers.
[02:07:26.040 --> 02:07:29.040]  We're going to smoke some hash.
[02:07:29.040 --> 02:07:33.960]  It's going to be a good sesh.
[02:07:33.960 --> 02:07:45.200]  I need to go to sleep anyways.
[02:07:45.200 --> 02:07:59.200]  So we went ahead and lit up the sun pump on the side and we're pushing out all the water that we've been running and rising out of the room.
[02:07:59.200 --> 02:08:00.200]  It's right over there.
[02:08:00.200 --> 02:08:03.200]  Right next to that ghetto air conditioner.
[02:08:04.200 --> 02:08:30.870]  So what have you also only poured this water into that same cultivar's bed?
[02:08:30.870 --> 02:08:33.870]  It's taking a lot more time to drip out.
[02:08:34.870 --> 02:08:42.870]  So the reason why this is taking longer for the water to drip out is because there's a lot more trichromes getting trapped through these screens.
[02:08:42.870 --> 02:08:49.870]  So it might take a little longer than the first, obviously, because there's a lot more heads in the second launch.
[02:08:49.870 --> 02:08:51.870]  So we just got to have to be patient.
[02:08:51.870 --> 02:08:52.870]  We cannot rush it.
[02:08:52.870 --> 02:08:55.870]  I hope you can stick around.
[02:08:55.870 --> 02:08:58.870]  If not, this episode is going to be recorded.
[02:08:58.870 --> 02:09:03.780]  You can check it out if you decide to.
[02:09:03.780 --> 02:09:05.780]  Some people may watch it twice.
[02:09:05.780 --> 02:09:13.780]  So I'm going to go ahead and give these a shake.
[02:09:13.780 --> 02:09:15.780]  I don't like to shake them so much.
[02:09:15.780 --> 02:09:20.780]  I'm going to give them a shake to encourage the water to go down quicker.
[02:09:20.780 --> 02:09:39.760]  I'm trying to grab all the screens at the same time and shaking them all.
[02:09:40.760 --> 02:09:48.760]  The screens are getting clogged up from the amount of trichromes.
[02:09:48.760 --> 02:09:51.760]  It's going to be a lot more than the first one.
[02:09:51.760 --> 02:09:59.480]  That's why it's taking so long.
[02:09:59.480 --> 02:10:01.480]  Are you there, Peter?
[02:10:01.480 --> 02:10:09.800]  I'm still here.
[02:10:10.800 --> 02:10:18.800]  So the genetics on this, it's monkey berries from exotic genetic mite.
[02:10:18.800 --> 02:10:22.800]  I'm having a brain fart, to be honest with you.
[02:10:22.800 --> 02:10:38.520]  I'm having a brain fart.
[02:10:38.520 --> 02:10:41.520]  I'm having a brain fart.
[02:10:41.520 --> 02:10:46.520]  I'm having a brain fart.
[02:10:46.520 --> 02:10:49.520]  It's been a long day.
[02:10:49.520 --> 02:10:50.520]  This is monkey berries.
[02:10:50.520 --> 02:10:54.520]  Got it.
[02:10:54.520 --> 02:10:59.520]  Someone asked, what?
[02:11:53.460 --> 02:12:05.170]  I'm going to give you a break.
[02:12:05.170 --> 02:12:47.310]  I'm going to give you a break.
[02:12:47.310 --> 02:12:52.310]  That's a good sign, man.
[02:12:52.310 --> 02:12:55.310]  We got some cash flooding these filters.
[02:12:55.310 --> 02:13:02.310]  Is this a high-anticipation moment for you?
[02:13:02.310 --> 02:13:04.310]  It could be a great yield.
[02:13:04.310 --> 02:13:08.310]  I can't hear me.
[02:13:08.310 --> 02:13:10.310]  I can't hear me.
[02:13:10.310 --> 02:13:15.310]  It's cold but you can tell it's going like this.
[02:13:15.310 --> 02:13:18.310]  I'm seeing it skim over the top of the ice.
[02:13:18.310 --> 02:13:29.680]  It's cool though, it doesn't work so good.
[02:13:29.680 --> 02:13:38.960]  So, I want to see how much the pilots are going to start to learn in this run.
[02:13:38.960 --> 02:13:40.960]  Yeah, no, I don't think he hears.
[02:13:40.960 --> 02:13:43.960]  I definitely know he doesn't hear me anymore.
[02:13:44.960 --> 02:13:47.960]  I'm not sure if I can hear you.
[02:13:47.960 --> 02:13:50.960]  I have no idea if anyone can hear me.
[02:13:50.960 --> 02:13:55.960]  What I'm doing with you guys is I'm working with fresh frozen material when you beat it up.
[02:13:55.960 --> 02:13:59.960]  When you're working with dry material, it's a lot more brittle.
[02:13:59.960 --> 02:14:04.960]  And a lot more material gets broken up into pieces and ends up in your hatch.
[02:14:04.960 --> 02:14:10.960]  So, I always, I mean, that's why I like to do fresh frozen material.
[02:14:10.960 --> 02:14:16.960]  And I like to freeze it as soon as possible so that material is still green.
[02:14:16.960 --> 02:14:24.960]  And it has some flexibility so when you beat it up, it's not really beating up the plant matter into your hatch.
[02:14:24.960 --> 02:14:59.060]  Thank you, Soonja, I appreciate it.
[02:14:59.060 --> 02:15:07.060]  Go ahead and give him a follow at SmokeCashNotDope.
[02:15:08.060 --> 02:15:11.060]  He's posting all kinds of good stuff.
[02:15:11.060 --> 02:15:15.060]  Wait, so you can see the chat?
[02:15:15.060 --> 02:15:20.720]  Oh, you can't hear me.
[02:15:20.720 --> 02:15:27.720]  I'm wondering if he's watching the video, which is affecting his internet connection.
[02:15:30.720 --> 02:15:33.720]  And I don't know if anyone can even hear me.
[02:15:33.720 --> 02:15:37.720]  I've got slow motors but no one can tell.
[02:15:37.720 --> 02:15:40.720]  No, I just wasn't moving.
[02:15:40.720 --> 02:15:42.720]  Oh, yeah.
[02:15:46.720 --> 02:15:48.720]  I wish I could just add a Uber in here, man.
[02:15:48.720 --> 02:15:51.720]  But, I'm trying to keep it as simple as possible.
[02:15:51.720 --> 02:15:53.720]  Yeah, it does work.
[02:15:53.720 --> 02:16:07.760]  It's just that I'm not set up, you know what I mean?
[02:16:07.760 --> 02:16:11.760]  Not set up for this particular inside.
[02:16:11.760 --> 02:16:13.760]  But, we're making it work.
[02:16:13.760 --> 02:16:16.760]  Trust me, there's going to be some good shit coming out of this for sure.
[02:16:16.760 --> 02:16:18.760]  Ooh, can't wait.
[02:16:18.760 --> 02:16:31.980]  We're going to be posting some milk shots as soon as this comes out of the freeze dryer.
[02:16:31.980 --> 02:16:33.980]  So, stay tuned.
[02:16:33.980 --> 02:16:35.980]  Yeah, can't wait, man.
[02:16:35.980 --> 02:16:37.980]  I can't wait.
[02:16:37.980 --> 02:16:48.460]  So, can you hear me at all?
[02:16:48.460 --> 02:16:49.460]  Peter, you're back.
[02:16:49.460 --> 02:16:51.460]  Can you hear me?
[02:16:51.460 --> 02:16:53.460]  Did we lose sound again?
[02:16:53.460 --> 02:16:55.460]  Yes.
[02:16:55.460 --> 02:16:57.460]  Yeah, we lost sound again, apparently.
[02:16:57.460 --> 02:16:59.460]  Oh, shit.
[02:16:59.460 --> 02:17:01.460]  I guess we did.
[02:17:01.460 --> 02:17:03.460]  I don't know if you guys can figure it out.
[02:17:03.460 --> 02:17:07.460]  I'm not going to compromise this hash log.
[02:17:07.460 --> 02:17:09.460]  I'm going to turn you on.
[02:17:09.460 --> 02:17:10.460]  Yes, you're back.
[02:17:10.460 --> 02:17:13.460]  Can you hear me now?
[02:17:13.460 --> 02:17:15.460]  Can you hear me now?
[02:17:15.460 --> 02:17:17.460]  Yeah, I can hear you.
[02:17:17.460 --> 02:17:21.460]  So, am I on your Bluetooth or is this just the cell phone?
[02:17:21.460 --> 02:17:23.460]  I'm on the cell phone now.
[02:17:23.460 --> 02:17:25.460]  Oh, yeah, this is perfect.
[02:17:25.460 --> 02:17:28.460]  I like this much better than the Bluetooth.
[02:17:28.460 --> 02:17:31.460]  All right, cool, cool.
[02:17:31.460 --> 02:17:32.460]  All right.
[02:17:32.460 --> 02:17:34.460]  Yeah, man.
[02:17:34.460 --> 02:17:40.460]  This particular second run has really taken a long time because there's a bunch of fucking hash in there clogging up the filter.
[02:17:40.460 --> 02:17:42.460]  So, we're just running it, man.
[02:17:42.460 --> 02:17:49.460]  Yeah, I felt like I was on Mars with, like, no ability to communicate with Earth.
[02:17:49.460 --> 02:17:57.830]  And I could see you.
[02:17:57.830 --> 02:17:59.830]  This is amazing to be able to talk again.
[02:17:59.830 --> 02:18:01.830]  Okay.
[02:18:01.830 --> 02:18:05.830]  Yeah, that would also be amazing.
[02:18:10.830 --> 02:18:12.830]  She can hear me.
[02:18:12.830 --> 02:18:15.830]  You tell him what I say.
[02:18:15.830 --> 02:18:17.830]  You can translate.
[02:18:17.830 --> 02:18:19.830]  Or you can relay the message.
[02:18:19.830 --> 02:18:23.830]  Yeah, brother.
[02:18:23.830 --> 02:18:25.830]  So, someone.
[02:18:26.830 --> 02:18:36.830]  So, someone asked a long time ago, like, how you wash the bags after your run.
[02:18:36.830 --> 02:18:43.000]  Although I guess we'll get there shortly.
[02:18:43.000 --> 02:18:45.000]  Yeah.
[02:18:45.000 --> 02:18:46.000]  Yes.
[02:18:46.000 --> 02:18:47.000]  We'll get there.
[02:18:47.000 --> 02:18:50.910]  He's right.
[02:18:50.910 --> 02:18:51.910]  Oh, sorry.
[02:18:51.910 --> 02:18:54.910]  Someone asked a while ago the room temperature.
[02:18:54.910 --> 02:18:56.910]  It's very persistent.
[02:18:57.910 --> 02:19:00.910]  The room temperature right now is 59 degrees.
[02:19:00.910 --> 02:19:01.910]  Got it.
[02:19:01.910 --> 02:19:02.910]  Are your nipples hard?
[02:19:02.910 --> 02:19:05.910]  With no coats or anything like that.
[02:19:05.910 --> 02:19:08.910]  But, yeah, it's 59 degrees.
[02:19:08.910 --> 02:19:10.910]  The wall temperature over there is saying 60 degrees.
[02:19:10.910 --> 02:19:15.910]  So, it's somewhere between 59 and 60 degrees.
[02:19:15.910 --> 02:19:18.910]  On the rock hard nipple scale, where are you?
[02:19:18.910 --> 02:19:22.910]  All the waters and the 35 degrees, we just tagged it with a laser.
[02:19:22.910 --> 02:19:24.910]  So.
[02:19:24.910 --> 02:19:27.910]  What was the question, Peter?
[02:19:27.910 --> 02:19:31.910]  I said on the rock hard nipple scale, where are you?
[02:19:31.910 --> 02:19:34.910]  On the rock hard nipple scale, where are you?
[02:19:34.910 --> 02:19:36.910]  Oh, bro.
[02:19:36.910 --> 02:19:37.910]  He's not there yet.
[02:19:37.910 --> 02:19:39.910]  Okay.
[02:19:39.910 --> 02:19:40.910]  We got nipplage.
[02:19:40.910 --> 02:19:44.910]  Shit.
[02:19:44.910 --> 02:19:47.910]  It feels like Halloween now, bro.
[02:19:47.910 --> 02:19:53.520]  Yeah, just dump that rest of the water.
[02:19:54.520 --> 02:19:55.520]  Oh, yeah.
[02:19:55.520 --> 02:19:58.520]  Someone asked why you're not running a cool bot.
[02:19:58.520 --> 02:20:02.860]  It's running.
[02:20:02.860 --> 02:20:05.860]  Ah.
[02:20:05.860 --> 02:20:06.860]  It's running.
[02:20:06.860 --> 02:20:08.860]  She's right there.
[02:20:08.860 --> 02:20:10.860]  Cool bot is running.
[02:20:10.860 --> 02:20:11.860]  It's working pretty good.
[02:20:11.860 --> 02:20:18.030]  It hasn't frosted up yet.
[02:20:18.030 --> 02:20:21.030]  58 degrees.
[02:20:21.030 --> 02:20:22.030]  It's running.
[02:20:22.030 --> 02:20:25.030]  So, is that your target temperature?
[02:20:25.030 --> 02:20:26.030]  No, man.
[02:20:26.030 --> 02:20:30.030]  I was hoping to get 40, but obviously we couldn't get to that temperature at all.
[02:20:30.030 --> 02:20:31.030]  Okay.
[02:20:31.030 --> 02:20:34.030]  I mean, seriously, it's been a struggle.
[02:20:34.030 --> 02:20:43.290]  This is coming, man.
[02:20:43.290 --> 02:20:48.010]  It's coming slowly, but surely.
[02:20:48.010 --> 02:20:55.010]  I love only being able to see your upper body and not really knowing what you're doing.
[02:20:55.010 --> 02:21:00.010]  Someone tuning in for the first time could get the wrong impression.
[02:21:00.010 --> 02:21:03.010]  Have you ever seen Selena, the movie, bro?
[02:21:03.010 --> 02:21:06.010]  When the mom does the washing machine, bro?
[02:21:06.010 --> 02:21:10.010]  Yeah, brother.
[02:21:10.010 --> 02:21:40.740]  Oh, weird.
[02:21:40.740 --> 02:21:42.740]  The audio just got weird again.
[02:21:42.740 --> 02:21:44.740]  Just grab all the bags.
[02:21:44.740 --> 02:21:45.740]  Here, Peter.
[02:21:45.740 --> 02:21:48.740]  Let me put this up.
[02:21:48.740 --> 02:21:57.000]  Hopefully we don't drop this phone.
[02:21:57.000 --> 02:22:03.000]  So, we just basically just continuously mowing these bags.
[02:22:04.000 --> 02:22:15.000]  The downfall of using these big bags, not the all filter mesh bags, is that you really have to work the material to get the hash through the filters.
[02:22:15.000 --> 02:22:21.000]  But, Marcus! Marcus!
[02:22:21.000 --> 02:22:23.000]  Where's my bag, bro?
[02:22:23.000 --> 02:22:29.000]  You're going to be like, buy them, you fucking cheap bastard.
[02:22:29.000 --> 02:22:30.000]  Oh, shit.
[02:22:30.000 --> 02:22:33.000]  That's what people in the chat were guessing.
[02:22:33.000 --> 02:22:35.000]  That maybe he'd give us a discount.
[02:22:35.000 --> 02:22:37.000]  Yeah, we're good.
[02:22:37.000 --> 02:22:40.000]  I can't hear you, though, for whatever reason.
[02:22:40.000 --> 02:22:42.000]  I know.
[02:22:42.000 --> 02:22:46.000]  I'm aware of that.
[02:22:46.000 --> 02:22:55.190]  Yeah, Brendan, that's the direction we're going in.
[02:22:55.190 --> 02:23:01.190]  This is our, like, pilot.
[02:23:01.190 --> 02:23:05.190]  I know there's probably 200 billion better ways to do this, but this is my way.
[02:23:05.190 --> 02:23:35.120]  And I'm just a hard-headed fucker, and I'm going to keep doing it this way until I find a better way.
[02:23:35.120 --> 02:23:44.900]  Step off.
[02:23:44.900 --> 02:23:46.900]  Marcus, pull the rest of that shit out of there.
[02:23:46.900 --> 02:24:10.490]  Can you lift it?
[02:24:10.490 --> 02:24:13.020]  There you go.
[02:24:13.020 --> 02:24:15.020]  Yeah.
[02:24:15.020 --> 02:24:17.020]  That's for the spirits, bro.
[02:24:17.020 --> 02:24:24.530]  For the spirits.
[02:24:24.530 --> 02:24:29.530]  So, yeah, man, we just poured the last of the water down the pipe, and we're just waiting.
[02:24:29.530 --> 02:24:31.530]  We just continue to wait, man.
[02:24:31.530 --> 02:24:35.530]  Shit, I can't believe it's been two hours and 24 minutes that we've been live.
[02:24:35.530 --> 02:24:37.530]  If anybody's still hanging around, man, thank you.
[02:24:37.530 --> 02:24:38.530]  I appreciate it.
[02:24:38.530 --> 02:24:42.530]  It can be boring sometimes, but this is what hash is.
[02:24:42.530 --> 02:24:56.050]  I mean, this is what it takes to make hash.
[02:24:56.050 --> 02:25:01.050]  The room is still at 59 degrees.
[02:25:01.050 --> 02:25:02.050]  I can't believe it's 59 degrees.
[02:25:02.050 --> 02:25:03.050]  Can you feel it now?
[02:25:03.050 --> 02:25:06.050]  No, I don't.
[02:25:06.050 --> 02:25:18.680]  Al is getting impatient.
