[00:00.000 --> 00:00.840]  How you doing?
[18:41.720 --> 18:42.920]  you know, it was my second garden.
[18:42.920 --> 18:44.240]  I was super excited, you know,
[18:44.240 --> 18:47.220]  and a corn coil ballast was 250 bucks back then.
[18:47.220 --> 18:48.640]  So, you know, you're spending $700
[18:48.640 --> 18:50.480]  for a thousand watt fixture.
[18:50.480 --> 18:53.080]  And, you know, I started moving soil that day for free
[18:53.080 --> 18:54.680]  cause I just got a big Fox Farm oil.
[18:54.680 --> 18:57.440]  There's a, I can't talk, a soil order.
[18:57.440 --> 18:59.760]  And so he gave me an employee discount,
[18:59.760 --> 19:01.980]  which back then it was 40% off.
[19:01.980 --> 19:03.800]  And I was like, you call me anytime.
[19:03.800 --> 19:06.740]  And I just really befriended the staff and kept showing up.
[19:07.520 --> 19:08.360]  And I always wanted to know more.
[19:08.360 --> 19:10.260]  And eventually they hired me at minimum wage,
[19:10.260 --> 19:11.140]  which I'll never forget.
[19:11.140 --> 19:14.140]  Cause it was 887 at the time, which wasn't shit.
[19:14.140 --> 19:15.980]  But I definitely wasn't in there for the paycheck.
[19:15.980 --> 19:17.220]  I was in there for the information
[19:17.220 --> 19:19.860]  and the employee discount, to be honest.
[19:19.860 --> 19:22.260]  You know, I sat there in that store for four years.
[19:22.260 --> 19:24.820]  And, you know, when I got there, no one trusted me.
[19:24.820 --> 19:27.660]  I didn't know shit and I had to, you know, learn a lot.
[19:27.660 --> 19:31.260]  And I always asked more and I used the shop to my advantage.
[19:31.260 --> 19:34.200]  Eventually I got, you know, recruited out, you know,
[19:34.200 --> 19:36.840]  by advanced nutrients and my territory, you know,
[19:36.840 --> 19:39.600]  was Oregon, Washington, Idaho, and Alaska.
[19:39.600 --> 19:41.600]  And that's what really opened my world up.
[19:41.600 --> 19:44.440]  And through that, I started going to all the shops.
[19:44.440 --> 19:46.280]  Northern Light and Garden had three different branches
[19:46.280 --> 19:47.100]  at the time.
[19:47.100 --> 19:49.240]  The Salem branch was one of them, you know,
[19:49.240 --> 19:50.360]  and one of the big, you know,
[19:50.360 --> 19:52.040]  people that are not on this podcast
[19:52.040 --> 19:53.360]  that I just got to give a huge shout out.
[19:53.360 --> 19:54.440]  Cause without him, you know,
[19:54.440 --> 19:55.960]  a lot of us wouldn't probably be together.
[19:55.960 --> 19:59.960]  Especially me is Dioxide, Joel, you know,
[19:59.960 --> 20:03.360]  solid friend still, solid dude, you know.
[20:03.360 --> 20:05.080]  And he was actually, you know,
[20:05.080 --> 20:06.560]  the one that introduced me to Sub,
[20:06.560 --> 20:08.680]  which it's a really fucking cool story
[20:08.680 --> 20:09.680]  and something that, you know,
[20:09.680 --> 20:11.400]  I'm humbled by and take great pride in.
[20:11.400 --> 20:14.320]  And he hit me up and it was just like, hey, you know,
[20:14.320 --> 20:18.040]  Sub was doing a book signing at the Third Eye
[20:18.040 --> 20:22.160]  and Jack Herro had just passed and Mark had come to him
[20:22.160 --> 20:23.720]  and he was all upset because, you know,
[20:23.720 --> 20:25.480]  the original seeds from Sensi Seed,
[20:25.480 --> 20:27.520]  the males and the female weren't the same
[20:27.520 --> 20:28.720]  cause they had lost them.
[20:28.720 --> 20:32.320]  So any of the recreations weren't the original Jack.
[20:32.320 --> 20:33.720]  And Joel hit me up and was like,
[20:33.720 --> 20:35.240]  I know you have the real cut.
[20:35.240 --> 20:39.680]  I'd gotten out of Bend, I think in 2007, I would say.
[20:39.680 --> 20:41.560]  And it was the real deal.
[20:41.560 --> 20:42.880]  And so he was like,
[20:42.880 --> 20:44.720]  would you be willing to give it to Sub
[20:44.720 --> 20:45.800]  to give back to Mark?
[20:45.800 --> 20:48.160]  It's actually in Weed World 91,
[20:48.160 --> 20:50.840]  the story of Sub giving it back.
[20:50.840 --> 20:53.120]  So I basically showed up,
[20:53.120 --> 20:56.240]  gave a plant to Joel, gave a plant to Sub
[20:56.240 --> 20:59.120]  and you know, Sub and I just started talking, you know,
[20:59.120 --> 21:01.480]  and through Joel, you know, we decided that,
[21:01.480 --> 21:03.560]  hey, let's do some breeding.
[21:03.560 --> 21:06.920]  So they gave me the original Space Queen male, Space Dude.
[21:06.920 --> 21:08.800]  And you know, that's kind of what launched
[21:08.800 --> 21:10.560]  into my breeding world.
[21:10.560 --> 21:12.760]  Unfortunately, my very first crop,
[21:12.760 --> 21:14.440]  like three days before I got married,
[21:14.440 --> 21:15.760]  at 56 days in harvest,
[21:15.760 --> 21:18.480]  someone broke in and stole the whole fucking thing.
[21:18.480 --> 21:20.680]  So I had to start that whole project again.
[21:20.680 --> 21:23.080]  And the thing that I always respected about Sub
[21:23.080 --> 21:25.360]  and that I really don't respect about a lot of breeders
[21:25.360 --> 21:28.840]  these days is he made you fucking test everything.
[21:28.840 --> 21:30.120]  And after breeding it,
[21:30.120 --> 21:33.280]  he made me test all of my shit for over a year.
[21:33.280 --> 21:35.040]  You know, it wasn't just like a hit and release.
[21:35.040 --> 21:36.560]  There you go, it's done.
[21:36.560 --> 21:38.760]  It's how's it go outside, you know,
[21:38.760 --> 21:40.320]  indoors, greenhouse, all that.
[21:40.320 --> 21:43.160]  So, you know, we put a lot of work into it.
[21:43.160 --> 21:45.520]  And, you know, in that time period, you know,
[21:45.520 --> 21:47.880]  California kicked off the very first Cannabis Cup
[21:47.880 --> 21:49.720]  and, you know, I was fortunate enough, you know,
[21:49.720 --> 21:53.240]  I was there, I got to work with Sub and Jill, you know,
[21:53.240 --> 21:55.560]  and I was there for the very beginning
[21:55.560 --> 21:58.200]  with Dioxide, Sub, you know, Jill.
[21:58.200 --> 22:00.160]  And we had a really, really cool thing, you know,
[22:00.160 --> 22:02.200]  in terms of kind of one of the things that Jake said
[22:02.200 --> 22:03.520]  is we had a great group.
[22:04.640 --> 22:08.400]  You know, I think that at times,
[22:08.400 --> 22:11.960]  ego's gotten away with us all and it's unfortunate,
[22:11.960 --> 22:14.120]  you know, and Sub's passing definitely taught me
[22:14.120 --> 22:16.520]  a lot of personal lessons because, you know,
[22:16.520 --> 22:19.720]  it was, there was shit that was said and left unsaid
[22:19.720 --> 22:21.840]  that, you know, I don't think either of us meant
[22:21.840 --> 22:24.840]  because deep down Sub was a fucking super solid person.
[22:24.840 --> 22:27.280]  And his mission was to literally, you know,
[22:27.280 --> 22:30.280]  share his information and pass along these genetics.
[22:30.280 --> 22:32.480]  And, you know, he definitely changed the game
[22:32.480 --> 22:36.760]  and, you know, I'm very appreciative, you know, to all that.
[22:36.760 --> 22:40.080]  And where the heroes of the farm kind of name came up
[22:40.080 --> 22:42.000]  is I had bought my farm now
[22:42.000 --> 22:43.600]  and it was a distressed piece of property,
[22:43.600 --> 22:45.400]  you know, tweaker zone, and I kept fixing it.
[22:45.400 --> 22:47.560]  And the original property owner, it was,
[22:47.560 --> 22:50.640]  his wife was like, oh, you guys are heroes of this farm.
[22:50.640 --> 22:54.160]  And I, Sub was up my ass about coming up with a name
[22:54.160 --> 22:55.840]  and I just threw it out there.
[22:55.840 --> 22:57.160]  And I kind of hated it at first
[22:58.040 --> 22:59.120]  because I didn't want people to think I had some ego
[22:59.120 --> 23:01.040]  because I'm definitely no hero.
[23:01.040 --> 23:03.960]  You know, I've had my ego and been beaten down
[23:03.960 --> 23:08.160]  time and time again by the lessons taught by this plant.
[23:08.160 --> 23:09.840]  But, you know, and eventually, you know,
[23:09.840 --> 23:12.400]  it's something that I feel is suiting and fittable
[23:12.400 --> 23:14.200]  for, you know, what we got going on.
[23:15.280 --> 23:16.920]  And that's kind of a little bit of a history
[23:16.920 --> 23:19.360]  of where I got started and how I got started,
[23:19.360 --> 23:21.560]  you know, with Sub and Dioxide and the team.
[23:22.560 --> 23:23.760]  Awesome.
[23:23.760 --> 23:27.040]  So Ray, you want to share every, you know,
[23:27.040 --> 23:29.640]  how you got started, you know, in the beginning?
[23:29.640 --> 23:32.280]  Because you're originally from Oregon, I think.
[23:32.280 --> 23:34.200]  I was born in Portland,
[23:34.200 --> 23:36.640]  lived in Battleground, Washington for a while.
[23:38.720 --> 23:40.560]  Or was it Shane born in Oregon?
[23:40.560 --> 23:42.520]  I always get you guys confused.
[23:42.520 --> 23:44.800]  I was born in Colorado, actually.
[23:44.800 --> 23:49.200]  I moved from Colorado to Oregon in 2003.
[23:49.200 --> 23:50.360]  Nice.
[23:50.680 --> 23:52.760]  I wound up meeting...
[23:52.760 --> 23:56.000]  My starting with TGA was through Dioxide.
[23:56.000 --> 23:57.160]  Joel, I wound up meeting him.
[23:57.160 --> 23:59.640]  He was working at the local growth store.
[23:59.640 --> 24:02.680]  So I didn't know who he was or who TGA was
[24:02.680 --> 24:03.640]  or anything like that.
[24:03.640 --> 24:07.240]  We had did some crossing and made some crosses
[24:07.240 --> 24:10.440]  and was showing them off a little bit at the growth shop.
[24:10.440 --> 24:12.320]  And he's like, Joel's like,
[24:12.320 --> 24:14.840]  hey, do you mind if I take and show this to somebody?
[24:14.840 --> 24:15.840]  I'm like, no, absolutely.
[24:15.840 --> 24:17.720]  So I brought him in some nice buds the next day.
[24:17.880 --> 24:20.360]  And then he came back.
[24:20.360 --> 24:22.240]  He's like, wow, everybody's super impressed with that.
[24:22.240 --> 24:24.040]  And I'm like, cool, that's awesome.
[24:24.040 --> 24:28.200]  Then we threw it outside and it's a semi-autof...
[24:28.200 --> 24:30.640]  The Oregon diesel is a semi-autoflower
[24:30.640 --> 24:33.360]  that sets in pretty quick and early.
[24:33.360 --> 24:36.360]  So it was done September 1st.
[24:38.560 --> 24:41.400]  So he came out, Joel brought him out
[24:41.400 --> 24:44.800]  to do a video shoot, a photo shoot.
[24:44.800 --> 24:47.680]  And that's actually the first time that I had met Subcool.
[24:48.720 --> 24:50.640]  They came out to my house and did a shoot
[24:50.640 --> 24:55.360]  and we wound up being a cover and then we'd rolled,
[24:55.360 --> 24:56.640]  I forget which edition,
[24:56.640 --> 24:59.640]  but that was our first interaction was with that.
[25:00.560 --> 25:03.320]  From there on out, we just did some work with things
[25:03.320 --> 25:04.880]  and just stayed friends with Dioxide
[25:04.880 --> 25:06.400]  and talked with Sub and Miss Jill.
[25:06.400 --> 25:10.960]  And we wound up getting ahold of some seeds from Jamaica
[25:10.960 --> 25:12.760]  that everybody was kind of pretty excited about.
[25:12.760 --> 25:15.120]  So we did some work with those.
[25:15.160 --> 25:17.400]  Turns out that, yeah, the Jamaican is very,
[25:17.400 --> 25:19.080]  very outdoor plant.
[25:19.080 --> 25:21.640]  And when you bring it inside, it likes to herm.
[25:21.640 --> 25:24.280]  Outdoors, it does fine and does great,
[25:24.280 --> 25:26.480]  but indoors, yeah, not so much.
[25:26.480 --> 25:28.680]  The memory on it is fantastic.
[25:28.680 --> 25:30.600]  But the lineage and the crosses in it,
[25:30.600 --> 25:34.320]  if you do take the time to find one that doesn't herm,
[25:34.320 --> 25:35.680]  are fantastic.
[25:35.680 --> 25:37.880]  But either way, that line never went anywhere.
[25:37.880 --> 25:38.960]  So we did some other work.
[25:38.960 --> 25:41.840]  We found a male, my son Donovan found a male
[25:41.840 --> 25:44.560]  in the time rack that they were having us test.
[25:45.680 --> 25:47.560]  And was like, hey, let's do some breeding with this.
[25:47.560 --> 25:49.800]  So we talked with Joel and he's like,
[25:49.800 --> 25:51.400]  yeah, absolutely, please do.
[25:51.400 --> 25:53.360]  So we went ahead and did some crosses.
[25:55.520 --> 26:00.520]  The first ones were like Dr. Who, Mickey Cush,
[26:00.880 --> 26:04.400]  Sweet Irish Cush, or I mean, Quantum Cush,
[26:04.400 --> 26:06.440]  sorry, Sweet Irish is the mom.
[26:06.440 --> 26:07.280]  But yeah, either way.
[26:07.280 --> 26:09.440]  So we wound up doing a bunch of seeds
[26:09.440 --> 26:11.840]  and doing a lot of testing, like Pat said.
[26:11.840 --> 26:14.720]  Sub was huge about testing all over the place.
[26:15.360 --> 26:17.840]  We had to send out so many thousand for samples
[26:17.840 --> 26:20.240]  and testers and wait for words back
[26:20.240 --> 26:22.160]  before we do anything with it.
[26:22.160 --> 26:27.160]  So it was a time consuming task for sure.
[26:28.760 --> 26:31.680]  But yeah, so things went good with that.
[26:31.680 --> 26:36.240]  We moved on with the time rack male
[26:36.240 --> 26:37.600]  and made several crosses.
[26:37.600 --> 26:40.400]  They also gave us the JTR male
[26:40.400 --> 26:41.640]  that they were using for everything.
[26:41.640 --> 26:43.640]  And we did some lines with that as well.
[26:44.600 --> 26:47.320]  We wound up losing the JTR male.
[26:47.320 --> 26:49.720]  And so we didn't further those lines at all,
[26:49.720 --> 26:53.440]  but time rack, we did a few more things.
[26:53.440 --> 26:55.800]  And we also pulled a Dr. Who male
[26:55.800 --> 26:58.240]  and came out a few other things after that.
[26:58.240 --> 27:03.240]  But the comradery between the TGA group was fantastic.
[27:03.400 --> 27:06.320]  The first time I met Jinx was when he was doing
[27:06.320 --> 27:08.960]  his school of danks.
[27:08.960 --> 27:11.600]  Those were fun, fantastic, loved doing them.
[27:11.600 --> 27:12.800]  Can't wait to do more.
[27:13.880 --> 27:15.320]  But we did a couple of those.
[27:15.320 --> 27:16.680]  Yeah, there's your shirt.
[27:16.680 --> 27:19.640]  Yes, I still have my shirt in my closet.
[27:19.640 --> 27:21.440]  I treasure them, I don't wear them.
[27:21.440 --> 27:23.720]  I don't need that, just wear it for the show.
[27:25.000 --> 27:26.040]  That's awesome.
[27:26.040 --> 27:28.480]  If I was in Oregon, I could do that,
[27:28.480 --> 27:30.000]  but I'm down in Cali nowadays.
