[00:00.000 --> 00:02.000]  We just started
[24:23.000 --> 24:24.000]  So it's kind of like cool.
[24:24.000 --> 24:28.000]  Like you were you had the weed nerd from Eagle and you were like,
[24:28.000 --> 24:29.000]  I'm going to give away my candy.
[24:29.000 --> 24:30.000]  Yeah.
[24:30.000 --> 24:35.000]  But my buddy Tardis, man, he had the hook on some old sub cool gear.
[24:35.000 --> 24:36.000]  So I got.
[24:37.000 --> 24:38.000]  Yeah.
[24:38.000 --> 24:42.000]  So did Badger used to used to make all the seeds and everything, you know,
[24:42.000 --> 24:44.000]  and keep everything pollinated and stocked up.
[24:44.000 --> 24:48.000]  So they had like a like an overflow, I guess, you know,
[24:48.000 --> 24:49.000]  that they had been hanging on to.
[24:50.000 --> 24:51.000]  And so I got a.
[24:52.000 --> 24:53.000]  And I got a.
[24:54.000 --> 24:55.000]  And I got a.
[24:55.000 --> 24:59.000]  Like an overflow, I guess, you know, that they had been hanging on to.
[24:59.000 --> 25:01.000]  So he sent me some fucking Chernobyl's.
[25:02.000 --> 25:05.000]  Oh, that's that's the ticket right there, man.
[25:06.000 --> 25:07.000]  Wow.
[25:07.000 --> 25:08.000]  Pretty. That can be pretty cool.
[25:09.000 --> 25:10.000]  Yeah.
[25:10.000 --> 25:11.000]  Oh.
[25:13.000 --> 25:19.000]  He also sent me this is what I'm stuck on, Jack, the ripper, buddy.
[25:19.000 --> 25:20.000]  Boom.
[25:20.000 --> 25:21.000]  Yeah.
[25:21.000 --> 25:22.000]  Jack the ripper.
[25:22.000 --> 25:26.880]  Now, have you ever run the Jack's Cleaner 2 from TGA?
[25:26.880 --> 25:31.880]  So I'd run the Jack's Cleaner P1 clone for a long time.
[25:32.020 --> 25:34.080]  And then I ran the Jack the Ripper,
[25:34.080 --> 25:36.400]  and then I ran the JC2 as well.
[25:36.400 --> 25:38.320]  And I liked all of them.
[25:38.320 --> 25:40.320]  The original mom is like,
[25:41.240 --> 25:43.560]  God, you're such a bitch, man.
[25:43.560 --> 25:45.960]  Like, I'd only like torture myself
[25:45.960 --> 25:47.840]  like once a year growing it.
[25:47.840 --> 25:48.680]  And it's like,
[25:48.680 --> 25:51.280]  well, there's plants it's like good to humble yourself with,
[25:51.800 --> 25:54.440]  because it's just such a motherfucker, man.
[25:54.440 --> 25:57.600]  But super good weed, super good weed.
[25:57.600 --> 26:01.200]  The Jack the Ripper, like, way easier.
[26:01.200 --> 26:02.940]  And then the JC2,
[26:02.940 --> 26:05.760]  like you were getting some like improved cleaner plants
[26:05.760 --> 26:08.360]  that weren't like herming all over the place.
[26:08.360 --> 26:13.360]  So yeah, I'd highly recommend that JC2 if you got some.
[26:13.760 --> 26:14.600]  Nice.
[26:14.600 --> 26:16.180]  Yeah, that's one that I ran.
[26:17.120 --> 26:19.840]  And I still actually have a little bit of that flower left.
[26:19.840 --> 26:21.920]  It's been almost a year,
[26:21.920 --> 26:23.720]  but I ran it for a long time,
[26:23.720 --> 26:26.840]  made some crosses for myself with it.
[26:26.840 --> 26:31.280]  But I still have, I think maybe five of the seeds,
[26:31.280 --> 26:36.120]  the original seeds there from back when it was still TGA too.
[26:36.120 --> 26:40.560]  Because in 2012, the medical market here in Washington,
[26:41.400 --> 26:45.800]  it was actually Jinx Proof who got TGA stuff
[26:45.800 --> 26:47.280]  into the stores here.
[26:47.320 --> 26:50.040]  And the Jack's Cleaner 2 was my first,
[26:50.040 --> 26:53.320]  I always say it's my first pro clone that I ever got.
[26:53.320 --> 26:56.060]  My first strain, I picked it up from a dispensary,
[26:56.060 --> 26:58.800]  loved it, and then saw the seeds a little bit later.
[26:58.800 --> 27:00.180]  And I'm like, yank.
[27:01.400 --> 27:02.600]  Hell yeah, dude.
[27:02.600 --> 27:04.000]  Yeah, that one, it was good, man.
[27:04.000 --> 27:06.120]  It yielded good, real frosty,
[27:06.120 --> 27:10.320]  had the good lime fucking floor cleaner thing kicking.
[27:10.320 --> 27:12.360]  Just as good, real good weed.
[27:12.360 --> 27:14.640]  That was one, and actually this is all
[27:14.640 --> 27:16.800]  that's left in this jar.
[27:17.400 --> 27:20.200]  I need to refill my JC2 jar.
[27:21.080 --> 27:23.080]  Oh shit, you're still growing, that's awesome.
[27:23.080 --> 27:25.800]  But this one, that was one that would eat
[27:25.800 --> 27:28.280]  the rubber seal in your jar.
[27:28.280 --> 27:31.120]  Like it was so astringent, just the lemon.
[27:31.120 --> 27:33.200]  Yeah, lemonade and all that.
[27:33.200 --> 27:34.040]  Yeah, yeah.
[27:34.040 --> 27:34.880]  Yeah.
[27:34.880 --> 27:35.720]  Yeah.
[27:35.720 --> 27:38.200]  It ain't no shit neither, man.
[27:38.200 --> 27:43.200]  Like it's really, really, really good.
[27:43.400 --> 27:45.680]  That's something that I like
[27:45.680 --> 27:49.760]  for the morning time, like just the lemon.
[27:49.760 --> 27:51.320]  You know, anything usually like really high
[27:51.320 --> 27:54.720]  in limonene is I'm looking at in the morning.
[27:54.720 --> 27:59.520]  Yeah, I used to do train wreck in the morning times, man.
[27:59.520 --> 28:03.200]  That was always a good one for me
[28:03.200 --> 28:04.920]  to get the brain kind of started.
[28:04.920 --> 28:08.520]  It went with the coffee really good too.
[28:09.680 --> 28:10.520]  Yeah.
[28:10.520 --> 28:11.640]  It was always big on that.
[28:12.680 --> 28:13.520]  Yeah.
[28:13.920 --> 28:16.680]  The TGA stuff was really my introduction
[28:16.680 --> 28:19.680]  to the kind of the fruity or the more flavorful side.
[28:19.680 --> 28:24.280]  And like I said, it was, you know, 2011, 2012
[28:24.280 --> 28:28.120]  when those were like flower in the med dispensaries here.
[28:28.120 --> 28:30.160]  And then, you know, people started getting the cuts
[28:30.160 --> 28:33.480]  and the seeds, but that's when everybody was still,
[28:33.480 --> 28:36.320]  you know, OG, Kush, Diesel.
[28:37.520 --> 28:38.360]  I'm always.
[28:38.360 --> 28:39.200]  Yeah, that's the thing, man.
[28:39.200 --> 28:41.040]  You get burned out, you'll get burned out,
[28:41.320 --> 28:44.400]  smoking the same shit around the clock day in and day out.
[28:44.400 --> 28:47.640]  You know, it's good to switch up the gene pool
[28:47.640 --> 28:49.360]  and the profiles, man.
[28:49.360 --> 28:52.080]  And, you know, you'll get all burned out on one
[28:52.080 --> 28:54.320]  and go, like I said, smoke something like that
[28:54.320 --> 28:55.720]  and just rock your world.
[28:55.720 --> 28:58.800]  So it's good to freshen it up for sure.
[28:59.840 --> 29:02.360]  Yeah, that and the Agent Orange were the two
[29:02.360 --> 29:06.320]  that I picked up and grew from TGA.
[29:06.320 --> 29:09.400]  Yeah, that Agent Orange was really good.
[29:09.400 --> 29:13.840]  I got to smoke his first like batch of like running it
[29:13.840 --> 29:15.680]  and shit back in the day.
[29:15.680 --> 29:19.320]  I was out in Oregon helping a buddy set his like house up
[29:19.320 --> 29:23.560]  and shit, went by Sub's place and he gave me like a fat sack
[29:23.560 --> 29:26.520]  of that and some Jack the Ripper and some 3D
[29:26.520 --> 29:28.040]  and all types of shit.
[29:28.040 --> 29:33.040]  And I remember I woke up and was staying on my bro's
[29:33.360 --> 29:36.040]  fucking couch in a fucking get up.
[29:36.040 --> 29:38.120]  And I'm like, yes, I smoked a bowl
[29:38.160 --> 29:39.520]  of that fucking Agent Orange.
[29:39.520 --> 29:41.800]  And like, it was all nice, like, you know,
[29:41.800 --> 29:45.600]  fall time in Oregon, you know, it's all like feeling good.
[29:45.600 --> 29:48.520]  And the sun was like just shining, like just right, man.
[29:48.520 --> 29:50.280]  I was like fucking A dude.
[29:50.280 --> 29:53.640]  And I ended up walking like four miles down the road,
[29:53.640 --> 29:56.320]  fucking and got a chicken biscuit out of Carl's Jr.
[29:56.320 --> 29:57.520]  and walked my ass back.
[29:58.680 --> 29:59.960]  Yeah, it was good, man.
[29:59.960 --> 30:01.640]  A whole packet of honey and shit.
[30:01.640 --> 30:03.400]  Yeah, it was all right, man.
[30:03.400 --> 30:07.120]  Dude, I'm really all about the biscuits, but yeah.
[30:08.080 --> 30:10.040]  A fall day in Oregon could do that to you,
[30:10.040 --> 30:11.760]  especially if you're in Portland, man.
[30:11.760 --> 30:13.360]  It's just keep it weird.
[30:13.360 --> 30:14.200]  That's the theme.
[30:14.200 --> 30:16.680]  That's the theme of Portland is keep it weird.
[30:16.680 --> 30:17.520]  Yeah, man.
[30:17.520 --> 30:22.240]  Yeah, I was off of, was it 82nd and Duke Street?
[30:22.240 --> 30:23.320]  Oh, wow.
[30:23.320 --> 30:24.160]  Yeah, never.
[30:24.160 --> 30:26.840]  Southeast or whatever.
[30:26.840 --> 30:31.000]  Yeah, Southeast Portland is usually where the fun happens.
[30:31.000 --> 30:33.360]  Like I used to live on Southeast Foster Place.
[30:33.360 --> 30:34.760]  I worked at a big five over there.
[30:34.760 --> 30:37.040]  It's right in between all the strip joints.
[30:37.760 --> 30:38.600]  Great place.
[30:38.600 --> 30:39.920]  Oh yeah, fuck yeah, man.
[30:39.920 --> 30:42.080]  That's Southeast Portland for you though.
[30:42.080 --> 30:42.920]  Oh yeah, man.
[30:42.920 --> 30:45.680]  There's always something going on around there.
[30:45.680 --> 30:46.520]  Yeah.
[30:46.520 --> 30:47.360]  Always.
[30:47.360 --> 30:50.920]  And speaking of fun questions,
[30:50.920 --> 30:53.920]  I don't know if you could confirm or deny this, Duke,
[30:53.920 --> 30:58.400]  but rubber ducky isopods, is Duke Diamond stole my bike?
[30:58.400 --> 30:59.240]  My bike.
[31:00.960 --> 31:01.800]  It's my bike.
[31:03.440 --> 31:04.760]  Oh, we love you, Brian.
[31:04.760 --> 31:06.000]  Thanks for hanging out tonight.
[31:06.960 --> 31:09.240]  You know, rubber ducky isopods,
[31:09.240 --> 31:11.440]  Brian and Marco show on Wednesdays
[31:11.440 --> 31:14.360]  and then Brian and Layton on Thursdays.
[31:14.360 --> 31:16.120]  So stoked to see him hanging out here.
[31:16.120 --> 31:17.720]  It's gotta be late, man.
[31:17.720 --> 31:20.040]  Kids must be keeping them up tonight.
[31:20.040 --> 31:21.320]  Oh yeah, yeah.
[31:21.320 --> 31:25.880]  He's probably still working, probably cleaning.
[31:25.880 --> 31:26.720]  Yeah, yeah.
[31:26.720 --> 31:29.280]  No, I admire dude's hustle.
[31:29.280 --> 31:31.120]  So thanks for the question
[31:31.120 --> 31:34.720]  and I don't think you're getting your bike back though.
[31:34.720 --> 31:35.760]  Maybe, maybe.
[31:36.520 --> 31:38.680]  You'll get it back better than you lost it.
[31:39.920 --> 31:40.760]  That's it.
[31:40.760 --> 31:43.360]  Come on, Debo doesn't give back the bike.
[31:43.360 --> 31:44.440]  Yeah, yeah.
[31:44.440 --> 31:45.840]  I'm better than Debo, man.
[31:45.840 --> 31:47.000]  Better Debo.
[31:47.000 --> 31:49.360]  Now you ain't got a wonky eye or nothing, man.
[31:51.120 --> 31:51.960]  No.
[31:51.960 --> 31:52.800]  Way better.
[31:52.800 --> 31:53.640]  Way better.
[31:53.640 --> 31:55.080]  Oh, that's funny.
[31:55.080 --> 31:56.560]  Me and my wife, we watched Friday
[31:56.560 --> 31:59.040]  and then Friday too again recently.
[31:59.040 --> 32:00.800]  Just like, why not?
[32:01.800 --> 32:03.800]  I could just put it on anytime.
[32:03.840 --> 32:04.680]  Oh yeah.
[32:04.680 --> 32:06.600]  Did we post Duke's Discord to T-Arc?
[32:06.600 --> 32:07.840]  No, we didn't.
[32:09.920 --> 32:10.760]  Whoops.
[32:10.760 --> 32:13.840]  Through the magic of television, we just did.
[32:13.840 --> 32:16.240]  So there's the Discord and keep reminding me guys
[32:16.240 --> 32:18.200]  cause I'll keep posting that throughout the night.
[32:18.200 --> 32:20.000]  You definitely want to hop on there.
[32:20.880 --> 32:23.080]  Dave, thanks for bringing that up.
[32:23.080 --> 32:24.280]  See, Peter's in here.
[32:24.280 --> 32:25.320]  He's got a big worm.
[32:25.320 --> 32:26.720]  What's up, big worm?
[32:27.760 --> 32:29.880]  I could play big worm if I got this,
[32:29.880 --> 32:31.280]  you know, if I got a little bit of a perm.
[32:31.640 --> 32:34.040]  Duke, you're working on some hair yourself, brother.
[32:34.040 --> 32:34.880]  Yeah, man.
[32:34.880 --> 32:36.640]  Just fucking getting it grown back out,
[32:36.640 --> 32:39.200]  but I don't give it a whole lot of love.
[32:39.200 --> 32:43.440]  Like, you know, you have very exceptional hair, Chad.
[32:43.440 --> 32:45.160]  Like, you really do.
[32:45.160 --> 32:46.640]  It's like, wow, man.
[32:49.400 --> 32:53.440]  Yeah, I need to get some tips from you and shit, man.
[32:53.440 --> 32:55.360]  That's my only fans.
[32:55.360 --> 32:57.040]  You're going to have your pollination.
[32:57.040 --> 32:58.360]  Mine is just fucking-
[32:58.360 --> 32:59.920]  Be like combing your hair?
[32:59.920 --> 33:01.400]  Yeah.
[33:01.400 --> 33:02.720]  400 strokes.
[33:02.720 --> 33:03.560]  ASMR.
[33:06.480 --> 33:09.080]  I sent Dave, and I know this is so off subject
[33:09.080 --> 33:10.400]  for anybody watching.
[33:10.400 --> 33:11.240]  I'm sorry.
[33:11.240 --> 33:13.480]  We're going to get back to seeds in a second.
[33:13.480 --> 33:16.120]  But you know how YouTube gives you these suggested things?
[33:16.120 --> 33:18.280]  And I sent this to Dave so he can verify.
[33:18.280 --> 33:23.280]  But one of the suggested videos was seed sorting ASMR.
[33:25.000 --> 33:26.440]  Yes.
[33:26.440 --> 33:28.720]  And it was all about a girl just counting seeds
[33:28.720 --> 33:29.960]  and putting them in this little...
[33:29.960 --> 33:32.360]  I fucking watched it for like 20 minutes.
[33:32.360 --> 33:33.200]  But-
[33:33.200 --> 33:34.040]  See, they got you, dude.
[33:34.040 --> 33:34.880]  So I was about to...
[33:40.350 --> 33:43.750]  We're going to dedicate the next portion of this show
[33:43.750 --> 33:46.350]  to ASMR Duke.
[33:46.350 --> 33:47.190]  Please.
[33:48.190 --> 33:50.030]  All right, Duke.
[33:50.030 --> 33:51.830]  Now, I'm not going to whisper to you guys.
