[00:00.000 --> 00:01.000]  How you doing?
[01:42:20.290 --> 01:42:25.970]  trajectory as you go from start to finish. And you can avoid getting mold by making watering changes,
[01:42:25.970 --> 01:42:30.450]  by making feed changes, by, you know, in a lot of cases, making environmental changes.
[01:42:31.250 --> 01:42:37.570]  So we, you know, what came with regulation for us is, you know, prior in the in the black markets,
[01:42:37.570 --> 01:42:42.050]  it was a by all means necessary approach. You could spray mycobutanol in the last week if you
[01:42:42.050 --> 01:42:47.010]  really felt like that's what you were going to do. And because we can't do these, we have to get back
[01:42:47.010 --> 01:42:53.330]  to the beginning of the root cause, identify what the actual issue is and avoid hitting that island
[01:42:53.330 --> 01:43:07.960]  all together. So just to completely change it up in our home stretch, Kevin, what genetics are you
[01:43:07.960 --> 01:43:14.440]  seeing trending? Like, let's get into kind of what people are growing this year and what's trending
[01:43:14.440 --> 01:43:20.200]  up, what's trending down and then prices. And I think, Eric, you know, you've been in the price
[01:43:20.200 --> 01:43:27.480]  game for a while. And, you know, are we going to see stable prices in the, you know, light depth
[01:43:27.480 --> 01:43:33.080]  season and the fall harvest? Are we going to, are prices going up? Are they going down? What cultivars
[01:43:33.080 --> 01:43:41.720]  are people growing? What's the hot stuff? Hot stuff is always the what's the trendy, but trendy
[01:43:41.720 --> 01:43:47.320]  internet driven. But it has a commonality in the sense that it's got something gas in it,
[01:43:48.040 --> 01:43:54.440]  something that's got a battery cake, something that has some type of citrus or flavor from like
[01:43:54.440 --> 01:44:00.920]  cherry pie. So you have Skittle, which dries orange, that's in your runs. You have any of
[01:44:00.920 --> 01:44:06.520]  your gelatos and then any of the cakes, then they go ice cream cake, they throw the cherry pie back
[01:44:06.520 --> 01:44:14.040]  in it. Anything that's OG driven. It's just that the people are seeking OG that used to be more OG.
[01:44:14.040 --> 01:44:17.720]  So they want to go back to the foundations of OG where they don't have such a
[01:44:18.440 --> 01:44:25.880]  changed profile. And I think that when people talk about trends, you got to understand that
[01:44:25.880 --> 01:44:31.400]  if you're a greenhouse operator, an indoor operator, you can control your swing between
[01:44:31.400 --> 01:44:35.640]  day and night. Your diurnal temperature change is much smaller than an outdoor grower.
[01:44:36.520 --> 01:44:44.760]  If you use grape as an example, when you start to have a small swing, it produces a lighter,
[01:44:44.760 --> 01:44:51.400]  more delicate flavor. The greater swing produces a more robust flavor. And so when people take
[01:44:51.400 --> 01:44:57.640]  varieties that have a robust, full flavor that they're used to, and they transfer them into
[01:44:57.640 --> 01:45:02.040]  situations where they get less of a day night swing, they turn down the volume.
[01:45:03.000 --> 01:45:07.320]  And conversely, if someone takes something that has delicate flavors and they put them in the
[01:45:07.320 --> 01:45:14.360]  outdoor environment, it harshens it. And so you have to be able to determine like,
[01:45:14.360 --> 01:45:18.920]  what are you doing as a producer and what works in your environment that's going to give the
[01:45:18.920 --> 01:45:25.160]  customer what they seek? What's their expectation? And you're trying to give someone something that
[01:45:25.720 --> 01:45:30.840]  is going to catch what's currently in vogue, which is something that has flavor and has power.
[01:45:31.320 --> 01:45:36.840]  We're power addicted. Low number stuff just doesn't move. Things that are trendy most
[01:45:36.840 --> 01:45:43.720]  definitely move. The education on small batch craft cannabis is an educational process because
[01:45:43.720 --> 01:45:49.320]  the average consumer isn't aware of it. So you have to take a look at what's trending,
[01:45:50.040 --> 01:45:56.440]  but what is on the ass end of a trend? And if you go to a dispensary and you see 17 gelatos,
[01:45:56.520 --> 01:46:01.640]  you might not want to grow gelato because you're going to have to compete with 17 other people on
[01:46:01.640 --> 01:46:09.560]  the shelf. And so what big companies don't do is they don't run past day 65, 63. There's like a
[01:46:09.560 --> 01:46:15.960]  little sweet spot. So that takes them right out of GMO type stuff. GMO meaning that beautiful
[01:46:17.640 --> 01:46:22.600]  cookie cut, right? It's just really rich, but it'll pull 34. I mean, it's hot,
[01:46:22.600 --> 01:46:28.680]  but it needs to go a deep cycle. Stuff like that is where the craft cultivators have to work.
[01:46:29.560 --> 01:46:35.240]  You have to go to things that give you a natural advantage because the market won't be big enough
[01:46:35.800 --> 01:46:41.240]  to overpopulate because larger companies won't produce those varieties. So you have to go into
[01:46:41.240 --> 01:46:46.360]  storefronts. You got to identify, because that's where this is all moving, is storefronts. So you
[01:46:46.440 --> 01:46:53.480]  got to go take a look and say, what's on the shelves? What seems to be not in stock frequently?
[01:46:53.480 --> 01:46:57.320]  And then what you do is you don't have to look for that exact product. You have to understand
[01:46:57.320 --> 01:47:03.320]  what it is that people are getting from that product. And once you have that, now you can
[01:47:03.320 --> 01:47:08.280]  create something that's a substitute for that product. And it allowed the bud tenders, the
[01:47:08.280 --> 01:47:12.040]  salespeople to be able to move it. So as long as it fits the distributor needs where it's above a
[01:47:12.040 --> 01:47:18.440]  certain numeric, I'd say, and this doesn't have to be about real and perceptions and all the other
[01:47:18.440 --> 01:47:23.640]  shit. If it's not above 25, this shit's sitting in a box. So it's got to have numerics that are
[01:47:23.640 --> 01:47:30.520]  adequate to move through distribution. And it has to be on a level that's not so overproduced
[01:47:30.520 --> 01:47:35.640]  that you'll be able to have velocity of return on your product. But the bottom line is cannabis
[01:47:35.640 --> 01:47:39.560]  doesn't break up into so many divisions. It's still breaking up into fuel, earth, fruit,
[01:47:39.560 --> 01:47:45.080]  and floral. And the subsets that follow within that are true. And each one of those divisions
[01:47:45.880 --> 01:47:52.920]  hit specific markets differently. And for you as the producer, you have to be aware of what
[01:47:52.920 --> 01:47:58.600]  distributor you're using and what stores they sell to so that you can understand where your
[01:47:58.600 --> 01:48:04.040]  product's going to end up. So that if you're dropping OG into San Francisco, it's not going
[01:48:04.040 --> 01:48:09.000]  to move to the tech crowd because that's not what they desire as an effect. Maybe in coronavirus
[01:48:09.000 --> 01:48:13.400]  time because they're in the house. But prior, they needed things that were more cerebral,
[01:48:13.400 --> 01:48:18.360]  uplifting, more in the fruits and florals. If you're moving it to old school groups,
[01:48:18.360 --> 01:48:21.480]  they're not looking for fruit. They need something that's got a heavier sit down,
[01:48:21.480 --> 01:48:26.760]  something that reminds them of the past, those earth groups. So the trending part about it is
[01:48:26.760 --> 01:48:31.800]  that everyone looks like, what's the big picture? But you as the grower have to identify who moves
[01:48:31.800 --> 01:48:37.320]  your product as your distributor. Where does your distributor move that product to? And all these
[01:48:37.320 --> 01:48:40.440]  questions can be answered. No one's trying to keep it secret from each other because the
[01:48:40.440 --> 01:48:45.720]  distributor, the storefront, the producer does not want to lose money. So you just have to be
[01:48:45.720 --> 01:48:50.520]  able to be proactive on this. And that's what people think. They just, I got some clones. I
[01:48:50.520 --> 01:48:55.320]  grew it. Now I'm trying to get rid of it because that's how we always grew pot. That is not the
[01:48:55.320 --> 01:49:01.720]  way you grow pot right now. You form your reliance on your distributor because you need him. Without
[01:49:01.720 --> 01:49:06.840]  him, you can't move the grass. He needs you to have product that moves. You can sit down and say,
[01:49:06.840 --> 01:49:11.960]  where are you short? Where do you see supply issues? Where's a rover production? And then you
[01:49:11.960 --> 01:49:16.200]  can actually start to make the decisions. The tough part about trendy shit is trying to go
[01:49:16.200 --> 01:49:20.840]  through the nurseries to get the material because you have so many nurseries popping up and none of
[01:49:20.840 --> 01:49:24.520]  this shit's necessarily genomically marked. So you don't have a goddamn idea what you're picking up
[01:49:25.240 --> 01:49:30.440]  and you get things that are this, but they're not really that they're a, they're an S one of it.
[01:49:30.440 --> 01:49:35.880]  Quality's not present. So there's no list of nurseries right now that have the things that
[01:49:35.880 --> 01:49:42.520]  you need. And that information has to be present unless you hold all your own stock and you produce
[01:49:42.520 --> 01:49:48.200]  it yourself and you're developing a stability, which is fine. It's just that it doesn't let you
[01:49:48.200 --> 01:49:52.280]  get trendy markets, which is higher price points because there's less of it. And there's more
[01:49:52.280 --> 01:49:56.600]  marketing that's built in through the internet. So I think, you know, for the, for the larger
[01:49:56.600 --> 01:50:02.600]  producers recognize that your facilities produce a product that has a lighter, more delicate flavor
[01:50:02.600 --> 01:50:09.000]  period. It just holds true. The stress from that switch makes the plant produce differently
[01:50:09.000 --> 01:50:14.840]  in terms of flavonoid and terpene production. So accentuate that fact. Most people like
[01:50:14.840 --> 01:50:21.800]  biled wine, not robust wine. So the crowds that want the robust, let them get it from the craft
[01:50:21.800 --> 01:50:27.320]  producers because their situation will accentuate it. Larger producers go after the varieties as
[01:50:27.320 --> 01:50:31.000]  they sift and smoke and say, Ooh, this is delicate and light. Doesn't make me choke.
[01:50:31.000 --> 01:50:38.680]  Doesn't make me cough. Very, very refined. Go that route and identify which, which is the hot
[01:50:38.680 --> 01:50:43.080]  items in the market. And then try to figure out why are people buying it repetitively?
[01:50:43.080 --> 01:50:47.400]  Trendy shit only sells once if it's really just trendy. If it sells over and over again,
[01:50:47.400 --> 01:50:52.360]  it's satisfying something. And I try to identify what that is. I smoke and I go,
[01:50:52.360 --> 01:50:56.040]  wait, what am I getting out of this shit? And sometimes I go, I'm not getting a damn thing
[01:50:56.040 --> 01:51:00.840]  out of it. I'm just getting the best marketing ever seen where they're able to push this product.
[01:51:00.840 --> 01:51:07.000]  So fucking well that they convince you, you need to buy it. But if it's genuine, you'll buy it
[01:51:07.000 --> 01:51:11.640]  again. And that's what you're trying to see. What are the things that are hot? Why are they moving?
[01:51:12.200 --> 01:51:16.680]  Someone talks about, you know, we don't like new strains and it's the, it's the heritage
[01:51:16.680 --> 01:51:20.760]  strains. I'm like, well, fucking white ruts won the Emerald cup. The judges of the Emerald cup
[01:51:20.760 --> 01:51:26.600]  aren't a bunch of new people. They're old smokers. That variety satisfied their needs to the degree
[01:51:26.600 --> 01:51:33.080]  that they liked it. And then you look at Josh D he's not small. He took the original OG cut
[01:51:33.080 --> 01:51:36.760]  or he had moved it ended well. I think he did an ice cream cake that moved well.
[01:51:37.320 --> 01:51:42.680]  So using his production methodologies, using varieties that have a current applicability,
[01:51:42.680 --> 01:51:48.840]  he was able to also win an Emerald cup for his division. And so it shows that some of these
[01:51:48.840 --> 01:51:54.680]  things can shine in the right environments and that the people don't swing so radically in what
[01:51:54.680 --> 01:52:00.200]  they want. You don't have to chase the new, new perpetually because what takes place is you don't
[01:52:00.200 --> 01:52:05.000]  have an ability to optimize your production. So you never get comfortable with the cultivator
[01:52:05.000 --> 01:52:09.720]  where you're able to understand what was the optimization to make it primo. So when, when
[01:52:09.720 --> 01:52:14.600]  people chase trends, I'm like, look, 20% of your canopy, let it be the trend. You know, another
[01:52:14.600 --> 01:52:20.040]  60% of your canopy, let it be the stuff that's, that's your, your goodie. And then have another,
[01:52:20.040 --> 01:52:24.040]  you know, 20% of the canopy has insurance where the shit comes off no matter if it's
[01:52:24.360 --> 01:52:29.320]  grasshoppers and hail hit it. Cause you need something to pay the bill. And I think that,
[01:52:29.320 --> 01:52:36.360]  you know, the way you, you, you stratify your, your crop portfolio is about insurance, stability,
[01:52:36.360 --> 01:52:43.000]  burgeoning trends. Is that, that was solid. Yeah. That was, that was awesome. Yeah. Cause
[01:52:43.000 --> 01:52:47.800]  the daytime smokers are the main consumers that are going to the dispensaries throughout the day.
[01:52:47.800 --> 01:52:52.600]  Aren't, you know, trying to get annihilated all the time. You know, most of us, the seasoned
[01:52:52.600 --> 01:52:57.000]  veterans, I guess you could say we're, you know, going for that annihilator shit first, you know,
[01:52:57.000 --> 01:53:07.400]  fall day, the new recreational market is fine with blue dream. And blue dream, blue dream cannot be
[01:53:07.400 --> 01:53:14.360]  bound. That's the problem that if blue dream sold all the weight that it did, does that mean that
[01:53:14.360 --> 01:53:19.080]  everyone who smoked it was stupid? You mean they didn't, they didn't like what they liked?
[01:53:19.080 --> 01:53:21.560]  The people that smoke it aren't on Instagram. That's all.
[01:53:25.000 --> 01:53:30.840]  Yeah. Yeah. And blue dream done right is good. Blue dream got turned into really bunk where
[01:53:30.840 --> 01:53:36.760]  people started pulling it early and just pushing the shit out of it. But long cycle blue dream is
[01:53:36.760 --> 01:53:45.560]  really a nice variety and done right. It's it's, it's good. And so those things fit certain markets.
[01:53:45.560 --> 01:53:49.720]  That's if you look at blue dream, blue dream, Seattle and San Francisco,
[01:53:51.320 --> 01:53:55.400]  two tech hubs, number one fucking product in those groups, because they don't want to get
[01:53:55.400 --> 01:54:00.520]  wiped out. They need enough mental acuity to continue stealing all America's money.
[01:54:04.440 --> 01:54:09.320]  And they need to get enough. They need to know. That says enough right there.
[01:54:09.480 --> 01:54:09.880]  Yeah.
[01:54:13.800 --> 01:54:16.760]  How about this? What was in the Mason jar that you were smelling earlier?
[01:54:17.320 --> 01:54:25.640]  Oh, that's a that's a black lime reserve F2 from the old aficionado release. And then we went into
[01:54:25.640 --> 01:54:30.760]  it and I went looking for something that had really no gas in it more in line with Jackson's
[01:54:30.760 --> 01:54:36.680]  black lime than the black lime reserve because the reserve was that heavy chem that Leo and Ellie put
[01:54:36.680 --> 01:54:45.400]  into that mix. And rest in peace, Ellie. The it's just really clear and light in terms of the smoke
[01:54:45.400 --> 01:54:50.440]  and just gives me this uplifting buzz. So it's kind of fun to smoke sometimes when I when I want
[01:54:50.440 --> 01:54:57.480]  to get high, but I don't want to have to wrestle with the high. I'll burn it, but it's just really,
[01:54:57.480 --> 01:55:03.320]  really limey and clean and just it's really good grass, man. That's a good selection. I didn't
[01:55:03.320 --> 01:55:08.040]  select it. A friend of mine did, but he's got a really developed palate and pulled out a large
[01:55:08.040 --> 01:55:11.000]  breeding project. He said, hey, I got the cut you're looking for. I'll hook you up.
[01:55:12.120 --> 01:55:18.040]  And then, Eric, what when you say you smoke the knock you out shit starting when you wake up,
[01:55:18.040 --> 01:55:24.120]  what are you smoking? Well, I mean, I'm I'm always an OG leaning towards, you know,
[01:55:25.480 --> 01:55:30.760]  living in Grass Valley for almost 20 years now. There's been a lot of OG. We went from
[01:55:30.760 --> 01:55:37.560]  AFG to OG overnight around here. And the OG just I don't know, it just sits well with me,
[01:55:37.560 --> 01:55:44.040]  but I can't always find or get the traditional OG that we started out with. So I'm kind of onto that
[01:55:44.040 --> 01:55:52.360]  variations of things of different OG Finos or cuts or whatever renames they are. But, you know,
[01:55:52.360 --> 01:55:58.040]  I'm always happy when I can get linked up with people that have some, you know, Kim D or I'm
[01:55:58.040 --> 01:56:03.400]  happy with gelato and some of the, you know, like when I'm up north, I try to search out some of the
[01:56:03.400 --> 01:56:08.520]  stuff that won the Emerald Cup, you know, because you can't find it further south. A lot of the
[01:56:08.520 --> 01:56:16.440]  local dispensaries up in Humboldt have the if not the variety of those farms. And so, you know,
[01:56:16.440 --> 01:56:22.520]  I personally am a big fan of all the craft farms, you know, from here to, you know, any of them
[01:56:22.520 --> 01:56:27.560]  anywhere, but from here north of where I'm at. So I can't find that stuff.
[01:56:29.240 --> 01:56:34.680]  Give some love to some of those farms. Kevin, since you're based in Humboldt,
[01:56:34.680 --> 01:56:39.160]  you want to give some love to some farms? Yeah, there's a lot of good farms. Ridgeline,
[01:56:39.160 --> 01:56:44.520]  I know Gelman that won the Emerald Cup. I want to say, you know, if you look at companies like
[01:56:44.520 --> 01:56:50.680]  Redwood Roots, their distributors, almost all the groups that are running under their banner
[01:56:50.680 --> 01:56:59.640]  are local good farms. Moon, Moon, Moon Gazer, the Jacob and Carla from the farm over in Trinity,
[01:57:00.280 --> 01:57:06.440]  just stunning farmers. Briceland, you have a lot of really nice farmers,
[01:57:07.400 --> 01:57:13.240]  in the sense that their relationship with cannabis is developed. And so what they're
[01:57:13.240 --> 01:57:17.000]  really trying to do is give you the best possible product where they take it to the
[01:57:17.560 --> 01:57:24.200]  moment of ripeness. Like there's a level of care. It's really impressive. And it's something that I
[01:57:24.200 --> 01:57:31.400]  look up to as a farmer, because these people, that's all they do is farm that grass. And I have
[01:57:31.400 --> 01:57:37.720]  a variety of things I'm involved in as a farmer. But I most definitely looked at these people for
[01:57:37.720 --> 01:57:45.240]  inspiration on terms of the finest details of care. And it just reflects, but it's all over
[01:57:45.720 --> 01:57:51.160]  the place. It's not just us here. Everywhere I travel to craft farmers or craft farmers,
[01:57:51.160 --> 01:57:56.920]  whether they're from New England, Michigan, the whole Pacific Northwest, it's all the same. It's
[01:57:56.920 --> 01:58:03.560]  people and it doesn't have to be old or young. It's this desire to do a better job and drive a
[01:58:03.560 --> 01:58:10.360]  higher level product. And it's a beautiful thing to see. And at the same time, it's kind of heavy
[01:58:10.360 --> 01:58:15.240]  because they're not capitalized. They can't gain funding. It's hard to tell an investor that
[01:58:15.240 --> 01:58:19.080]  you're here to do the best job. He's like, I just need to get fucking paid. And they're like, well,
[01:58:19.080 --> 01:58:24.520]  I can, I only make this much money. They don't see the value. So they can't gather the funding.
[01:58:24.520 --> 01:58:32.440]  They need to have liquidity to stay alive during the process. And so you see them breaking down.
[01:58:33.720 --> 01:58:35.960]  It's brutal. The best farmers in the country. Nothing can go wrong.
[01:58:36.680 --> 01:58:42.680]  No, no mistakes made. And they look old, man. I thought I look old. I'm like, holy shit,
[01:58:42.680 --> 01:58:49.480]  they're catching up. And it's that struggle of trying to hold your ethics on. I want to produce
[01:58:49.480 --> 01:58:54.360]  the best grass that I can grow and I want to give it to the customer. So the customer gets that
[01:58:54.360 --> 01:59:00.760]  experience. And it's incredible to be able to source those farms. And so that's why I shouted
[01:59:00.760 --> 01:59:07.560]  out to the Roots guys, because yeah, Topes moving the brands forward. There's Humboldt brand,
[01:59:07.560 --> 01:59:12.040]  Humboldt brand, Reuben and the boys are trying to get the Humboldt products out into the public.
[01:59:12.040 --> 01:59:16.120]  And I'm sure there's groups in other counties that I'm not familiar with that are also the
[01:59:16.120 --> 01:59:22.200]  purveyors of farm products and putting it out. It's just the bottom line is the farms don't get
[01:59:22.200 --> 01:59:27.720]  enough of recognition. What happens is you see a video and it shows some farms, but it never lets
[01:59:27.720 --> 01:59:33.640]  the farmer sit down and kind of talk to you a little bit and connects to the public about what
[01:59:33.640 --> 01:59:40.200]  we're trying to deliver. And then the farmer can then portray the picture. The consumer can say,
[01:59:40.200 --> 01:59:46.520]  you know what? I like things like that. I like stone fruit herb, meaning peach flavors,
[01:59:46.520 --> 01:59:52.360]  apricot flavors, cherry flavors. I like those things. These guys focus on that. It seems to do
[01:59:52.360 --> 01:59:58.120]  well. That's where I'm going to go make my decision. None of this information is accessible
[01:59:58.120 --> 02:00:02.920]  by the public. And it's just miserable because the public is getting fucked because they don't
[02:00:02.920 --> 02:00:09.000]  get to get the good grass they want for the exquisite experience. And as these farmers
[02:00:09.000 --> 02:00:13.240]  disappear, so much of that desire to produce anything over 60 days disappears.
[02:00:14.920 --> 02:00:19.000]  Yeah. And that's the thing. There's a lot of good people on the bench right now,
[02:00:19.000 --> 02:00:25.320]  still from the changeover of Prop 64, whether in a banned county or just aren't able to pull
[02:00:25.320 --> 02:00:29.800]  a license together yet and some of the things like that. So, I mean, there's still a lot more to come
[02:00:30.760 --> 02:00:35.400]  as soon as some of those things get worked out. A lot of missing people are going to come back and
[02:00:35.400 --> 02:00:40.520]  a lot of people that maybe had to take a break, whatever the case is, because, yeah, I mean,
[02:00:41.320 --> 02:00:47.480]  I think there's a lot of room for craft for a long time coming because like we said earlier,
[02:00:47.480 --> 02:00:51.480]  some of the bigger facilities, some of the consumers, there's a lot of education that
[02:00:51.480 --> 02:00:56.760]  needs to go to the consumer too, because a lot of that craft stuff stays in these crafty areas as
[02:00:56.760 --> 02:01:01.960]  well. The consumers that know craft don't let that shit get out very far. And like you were saying,
[02:01:01.960 --> 02:01:07.640]  I got to second that big ups to the Redwood Roots family because they really get it out there and
[02:01:07.640 --> 02:01:13.160]  work with a lot of great farms. And I've always kind of thought they were a cool group of people.
[02:01:14.120 --> 02:01:20.600]  So just quickly focusing on the California market and kind of the economy right now and
[02:01:20.600 --> 02:01:26.280]  coronavirus and all that. Eric, you're current, I mean, if I understand correctly, you're consulting
[02:01:26.280 --> 02:01:35.880]  with a large Salinas project, right? Yeah. So which implies that there's a large investment
[02:01:35.880 --> 02:01:41.560]  and they're putting money in, they're doubling down in this market. So what are you all seeing?
[02:01:42.120 --> 02:01:50.360]  Like, is this year, are we going to see year over year growth and acres harvested and total weight
[02:01:50.360 --> 02:01:55.080]  in the California? Like is stuff still growing? Are investments being made? Are people pulling
[02:01:55.080 --> 02:02:00.920]  back? What are your predictions for 2020 given that it's a complete knuckleball of the year?
[02:02:01.800 --> 02:02:07.240]  Well, I think people are going for it if they can, because the prices have gone up. I mean,
[02:02:08.200 --> 02:02:13.000]  we saw a little bit of a drought last year. So the idea is to capitalize on the chances that
[02:02:13.000 --> 02:02:19.000]  that drought could exist again, starting now until maybe even July, depending on how the
[02:02:19.000 --> 02:02:23.080]  weather goes is going to dictate a lot of that stuff too, because with the colder springs,
[02:02:23.080 --> 02:02:27.160]  it's harder to get planted. And even though people get planted, a lot of people don't have
[02:02:27.160 --> 02:02:32.840]  adequate heating systems to primarily keep the soil and the water warm. So they're irrigating
[02:02:32.840 --> 02:02:37.480]  with colder water until the temperatures warm up and things like that. And so really last year,
[02:02:38.120 --> 02:02:42.840]  as much as prices were going up, it was hard to get everything to market and have debt season,
[02:02:42.840 --> 02:02:47.640]  be a true debt season, like it normally was in July, because a good amount of people didn't
[02:02:47.640 --> 02:02:52.040]  get planted right away. Part of it was the licensing too, if your license was coming out
[02:02:52.040 --> 02:02:57.240]  of that temporary zone or whatever. And so there was just a lot of calamities going on at one time,
[02:02:57.240 --> 02:03:02.280]  but depending on the weather going forward this year, because even more sophisticated greenhouses
[02:03:02.280 --> 02:03:07.400]  are bigger, not even that sophisticated, don't have a root zone heating. They just have up above
[02:03:07.400 --> 02:03:11.560]  heating. And nine times out of 10, when I go to places, they'll tell me the angle of the sun.
[02:03:11.560 --> 02:03:16.120]  And when I ask them what the temperature of the soil is, they don't know. And if it's below 55
[02:03:16.120 --> 02:03:22.680]  degrees, we're growing popcorn and it isn't the angle of the sun. So, you know, we kind of have
[02:03:22.680 --> 02:03:26.920]  to see it's hard to make those projections, but if everything goes right, weather-wise coming into
[02:03:26.920 --> 02:03:32.120]  spring right now, and people get planted and we get the yields in July is what it's supposed to be,
[02:03:32.120 --> 02:03:37.080]  then, you know, I think, you know, everybody's got a good chance. But if we start to see cold
[02:03:37.080 --> 02:03:42.680]  spring continuing areas, we're going to see less product coming out that's viable and not everybody
[02:03:42.680 --> 02:03:47.240]  can bounce to biomass anymore, unless you're vertically integrated and you're making your
[02:03:47.240 --> 02:03:51.960]  own oil and freezing your own product right there. Not everybody's running around going,
[02:03:51.960 --> 02:03:56.280]  where's the biomass? Where's the biomass? And the people that are hunting biomass are really
[02:03:56.280 --> 02:04:01.480]  strict about what they want anymore. It's not just biomass. It's got to be high THC, non-detect,
[02:04:02.280 --> 02:04:08.200]  an intense screening process goes on and things like that. And so, you know, it's always changing
[02:04:08.200 --> 02:04:14.760]  in the art of the pivot is really the name of the game. The art of the pivot. You're right.
[02:04:16.200 --> 02:04:21.320]  Well, the beard bros did a thing with the TG genetics on his propagating purpose. And
[02:04:21.320 --> 02:04:26.520]  that was the name of the podcast, but it couldn't be more poignant because that's, you know, I met
[02:04:26.520 --> 02:04:31.160]  with the beard bros the other night and it's all strategy and how are we going to pivot through
[02:04:31.160 --> 02:04:35.800]  this one? Whether it's an upcoming job that we're trying to pitch or, you know, work on,
[02:04:35.800 --> 02:04:41.480]  or if it's just the long-term game, how, what, what's next and how do we see what's coming,
[02:04:41.480 --> 02:04:45.960]  you know, without having to revert to news articles and things like that. It's really
[02:04:45.960 --> 02:04:50.680]  the boots on the ground and talking to people. And, you know, luckily some of us like, you know,
[02:04:50.680 --> 02:04:56.120]  Scott and Kevin and, and some of these other guys are able to get onto farms or talk with farmers
[02:04:56.120 --> 02:05:00.200]  and kind of get the real aspect, but we're not out here writing articles and letting everybody know,
[02:05:00.840 --> 02:05:04.920]  you know, it's not a billboard that you can drive by or a ticker tape or something like that. It
[02:05:04.920 --> 02:05:10.040]  really is, you know, like farming, you're talking to people and you're trying to look at mother
[02:05:10.040 --> 02:05:14.280]  nature and you're looking at the other aspects and trying to put this puzzle together and see,
[02:05:14.280 --> 02:05:19.800]  you know, where it's going to go. I mean, I'm, I'm, I'm missing the, the golden tarp days and
[02:05:19.800 --> 02:05:23.320]  wondering if we're ever going to have any events, are we going to be able to get together and share
[02:05:23.480 --> 02:05:29.880]  a joint in a couple of years? I mean, what's happening? Before 20, we, we, we, we went over
[02:05:29.880 --> 02:05:35.320]  to my Pedro's house. We all had our own weed and we all stood six fucking foot apart and we all
[02:05:37.000 --> 02:05:40.600]  laughed and we were like, Hey, we're hanging out, but we're, we're all distanced apart.
[02:05:41.720 --> 02:05:46.680]  Yeah. We're not sharing joints. We're not sharing hugs. It's a fucking whole thing.
[02:05:46.680 --> 02:05:51.880]  And you got, you got, there was, you know, this isn't, this isn't done yet. This,
[02:05:51.880 --> 02:05:56.360]  this stuff is just beginning this type of viral contamination issues for us socially.
[02:05:57.080 --> 02:06:03.960]  And so it changes dramatically about people's connection to others and how they use cannabis
[02:06:03.960 --> 02:06:07.720]  and how they get information. So everyone's on the internet right now. That's why, that's why
[02:06:07.720 --> 02:06:13.000]  the signals jam because everybody's on the net. The problem is there's so much bullshit info
[02:06:13.720 --> 02:06:20.920]  and it fucking blows my mind. And people are so quick to attack other people that anybody that
[02:06:20.920 --> 02:06:27.640]  has a question gets beat down by people that can type quickly. So nobody, nobody has any fucking
[02:06:27.640 --> 02:06:35.240]  clue what's going on. And the problem is, is that you have no, no, no way to know. And so I'm,
[02:06:35.240 --> 02:06:41.320]  you know, I'm just grateful that I've been in the game for a long enough time that it lets me see
[02:06:41.320 --> 02:06:47.080]  what's taken place by just virtue of being here. And I try to share the information I can,
[02:06:47.080 --> 02:06:52.200]  that's not on a disclosure agreement. So a disclosure agreement, I can't tell you any of
[02:06:52.200 --> 02:06:57.560]  that shit, but the stuff that I uncover myself, I can share because I know that the information
[02:06:57.560 --> 02:07:03.640]  isn't going to make you take me out. You're going to have to go execute. But I want to see people do
[02:07:03.640 --> 02:07:09.480]  well because I I've always had this dream of a, of a unified industry where we could all grow
[02:07:09.480 --> 02:07:14.360]  cannabis all over the place. And you got to see the diversity, you got to see the complexity,
[02:07:14.360 --> 02:07:21.640]  you got to see the unity. And in my mid fifties, you know, that's still my goal. So it's, it's,
[02:07:21.640 --> 02:07:25.320]  it's, it's a really good thing that, you know, you put this together, Pete, to get a bunch of
[02:07:25.320 --> 02:07:34.920]  us together to talk to the public. I'd love to pick your brain. I monetize that, you know, it's,
[02:07:35.560 --> 02:07:40.280]  it's 300 bucks for an hour on the phone. And I tell you so much shit that you don't know what
[02:07:40.280 --> 02:07:45.480]  the fuck to do with it after I'm done. I give you every fucking option you pick.
[02:07:49.560 --> 02:07:58.200]  Well, let's wrap on that. And I, we still have a hundred and 70 something people tuned in.
[02:07:59.480 --> 02:08:00.760]  Thanks for listening.
[02:08:00.760 --> 02:08:04.760]  And the next time we talk, Kevin, you're going to have a bouncing baby boy or girl?
[02:08:05.320 --> 02:08:05.960]  A little boy.
[02:08:06.680 --> 02:08:07.720]  Another boy.
[02:08:07.720 --> 02:08:08.120]  Nice.
[02:08:08.120 --> 02:08:12.840]  Boy. Yeah. A little boy do sometime this week. Excited. We went to the hospital yesterday
[02:08:13.480 --> 02:08:18.120]  and he was pushing his feet up through his, like his mom's skin almost. And I could count his
[02:08:18.120 --> 02:08:18.760]  little toes.
[02:08:20.040 --> 02:08:21.080]  That's awesome.
[02:08:21.080 --> 02:08:24.520]  Yeah, that was great. It was great. So, you know, even with the coronavirus shit, there's still
[02:08:24.520 --> 02:08:30.840]  life. And even with the complete chaos in cannabis, there's still, there's still love for
[02:08:30.840 --> 02:08:35.480]  cannabis and cannabis cultivation and, and all the operators that within it. And so, you know,
[02:08:36.040 --> 02:08:39.320]  man, keep your fucking chin up. Be like Smith. Hard enough.
