[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[20:18.630 --> 20:20.150]  Don't talk about it yet.
[20:20.150 --> 20:21.150]  Just wait.
[20:21.150 --> 20:22.150]  Okay?
[20:22.630 --> 20:27.510]  Just wait because right now it's hanging in a room and when you go to Walmart and you
[20:27.510 --> 20:31.270]  post that to Facebook also, someone's going in your back fucking door and getting all
[20:31.270 --> 20:34.950]  your weed and they're going to trim it for you and you're never going to see any of it.
[20:34.950 --> 20:36.670]  So don't post yet.
[20:36.670 --> 20:37.670]  Hold off.
[20:37.670 --> 20:38.670]  Just wait.
[20:38.670 --> 20:43.470]  Now if you're chopping down multiple strains, carefully, carefully, carefully label these
[20:43.470 --> 20:44.470]  plants.
[20:44.470 --> 20:45.470]  You're going to...
[20:45.470 --> 20:46.470]  So I'll go back.
[20:46.470 --> 20:47.470]  I'll recap a little bit because I feel like I went fast.
[20:47.470 --> 20:49.110]  Grab it right above the dirt, chop it down.
[20:49.110 --> 20:51.590]  It's going to flip upside down.
[20:51.590 --> 20:52.590]  Flip it upside down.
[20:52.590 --> 20:55.790]  Either put one branch over your line that you're going to hang it on and let it hang
[20:55.790 --> 20:56.790]  right there.
[20:56.790 --> 20:59.670]  Put a label on it or put it on a coat hanger.
[20:59.670 --> 21:02.430]  Just slide the one branch through the coat hanger to where it's got one arm through and
[21:02.430 --> 21:03.430]  then it's just hanging.
[21:03.430 --> 21:07.070]  Put it on the coat hanger or cut it into smaller pieces and do it that way.
[21:07.070 --> 21:10.270]  Label the coat hanger what strain you've got.
[21:10.270 --> 21:13.550]  So cut it down, hang it up, label it.
[21:13.550 --> 21:18.750]  It's going to hang there for somewhere between five and 14, maybe a couple more days.
[21:18.750 --> 21:22.990]  I haven't seen them go more than 14 days in Colorado, but if you're on the coast where
[21:22.990 --> 21:25.310]  you've got humidity, you may get some more time.
[21:25.310 --> 21:28.070]  So you've chopped them down, they're hanging upside down.
[21:28.070 --> 21:29.790]  You've got them labeled.
[21:29.790 --> 21:33.950]  You've got the lights, temperature, humidity, and airflow all controlled in your room.
[21:33.950 --> 21:38.330]  Now you're just going to have to wait somewhere between five and 14 days for those sticks
[21:38.330 --> 21:39.910]  to start snapping.
[21:39.910 --> 21:43.870]  When you bend them, you just want them to go crunch.
[21:43.870 --> 21:45.390]  You don't want them to explode.
[21:45.390 --> 21:48.190]  You don't want them to just crumble up like an old bag of Doritos.
[21:48.190 --> 21:49.470]  You just want them to snap.
[21:49.470 --> 21:51.190]  You don't want a bunch of moisture in there.
[21:51.190 --> 21:53.230]  And check a few of them before you get excited.
[21:53.230 --> 21:58.790]  But when they start snapping consistently, that is when the dry phase has ended and it
[21:58.790 --> 22:02.190]  is time to work yourself into the cure phase.
[22:02.190 --> 22:03.190]  All right.
[22:03.190 --> 22:06.730]  Now I did skip the part about putting them on the dry racks that I talked about you could
[22:06.730 --> 22:08.110]  get from the grocery store.
[22:08.110 --> 22:09.950]  The grocery store sells these dry racks.
[22:09.950 --> 22:11.630]  They look like a 22 inch kick drum head.
[22:11.630 --> 22:14.430]  I think they're about 24 inches around.
[22:14.430 --> 22:17.510]  They're meshy and they're kind of cheap, but they work really well.
[22:17.830 --> 22:19.470]  You just hang it up.
[22:19.470 --> 22:25.070]  And for this, I would probably take the buds off of the sticks and just put just the buds
[22:25.070 --> 22:26.950]  into those racks.
[22:26.950 --> 22:28.790]  I wouldn't put the sticks in there.
[22:28.790 --> 22:31.750]  I feel like the sticks are going to take up a lot of space in there and they also get
[22:31.750 --> 22:34.710]  stuck in the fucking netting a whole lot and they're a pain in the ass.
[22:34.710 --> 22:39.550]  I would cut every single bud off of the stick, if it were me, and I would lay the buds in
[22:39.550 --> 22:42.130]  there and I would spread them out kind of far.
[22:42.130 --> 22:45.630]  And then every morning when I wake up, I would go in there and just move those buds around
[22:45.750 --> 22:47.910]  and kind of shuffle them around a little bit.
[22:47.910 --> 22:52.030]  That's not the ideal way to do it, but I understand that some of us are limited on space.
[22:52.030 --> 22:55.430]  If that's what you've got to do, that's what you have got to do.
[22:55.430 --> 22:58.830]  I would rather see you hang them until they dry and get a little drier.
[22:58.830 --> 23:02.630]  And as soon as the stick snaps, then get it off the stick.
[23:02.630 --> 23:06.310]  But I understand that sometimes you've got to improvise.
[23:06.310 --> 23:10.150]  That's part of being a good grower, being able to adjust, adapt, and improvise with
[23:10.150 --> 23:12.190]  what you've got when you've got it.
[23:12.190 --> 23:14.150]  People are so fucking spoiled now.
[23:14.150 --> 23:19.550]  You've got these giant facilities with parking lots and security cameras and loading bays
[23:19.550 --> 23:20.550]  and friends.
[23:20.550 --> 23:23.230]  When I first started doing this, you couldn't talk about it.
[23:23.230 --> 23:26.270]  You couldn't have your friends help you carry your grow shit into the house because now
[23:26.270 --> 23:29.510]  they know you're growing and they're going to want something or they're going to fucking
[23:29.510 --> 23:30.510]  steal it.
[23:30.510 --> 23:33.670]  And if you need more space, you just call a contractor and you get a building permit and
[23:33.670 --> 23:36.710]  you just build out another room and you've got a drying cure area.
[23:36.710 --> 23:38.270]  Back in the day, we couldn't do that.
[23:38.270 --> 23:40.310]  You would catch people drying their fucking weed in the bathroom.
[23:40.310 --> 23:42.030]  Hey man, I got to piss while I'm at your house.
[23:42.030 --> 23:43.150]  No bro, you can't pee here.
[23:43.150 --> 23:44.150]  What man?
[23:44.150 --> 23:45.150]  I just got to pee.
[23:45.150 --> 23:46.150]  No bro, you can't pee.
[23:46.150 --> 23:49.030]  And then you catch on later that he was drying and curing his fucking weed in the bathroom.
[23:49.030 --> 23:51.270]  Anyway, I got rambly there.
[23:51.270 --> 23:53.230]  Those dry racks are cool if that's what you got to do.
[23:53.230 --> 23:55.070]  Of course, I would prefer to hang it.
[23:55.070 --> 23:56.790]  I'd prefer to hang it whole plant.
[23:56.790 --> 23:59.270]  I'd prefer to hang it until it starts snapping.
[23:59.270 --> 24:01.910]  Like I said, that's when we enter the cure phase.
[24:01.910 --> 24:06.230]  Now, if you didn't have time or the forethought to start defoliating your plants before you
[24:06.230 --> 24:10.150]  harvested, don't be afraid to go in there and take off all the excess leaves while they're
[24:10.150 --> 24:11.150]  hanging upside down.
[24:11.150 --> 24:12.590]  It is never too late to do that.
[24:12.590 --> 24:15.870]  All right, you guys, I feel like I can recrap.
[24:15.870 --> 24:17.550]  Let's recrap what I said.
[24:17.550 --> 24:19.510]  Probably a recap would be better for a podcast.
[24:19.510 --> 24:20.510]  Let's recap a little bit.
[24:20.510 --> 24:21.950]  You need the appropriate tools.
[24:21.950 --> 24:23.230]  You need the appropriate equipment.
[24:23.230 --> 24:24.230]  You need a good room.
[24:24.230 --> 24:27.190]  You need to be able to control the temperature and humidity.
[24:27.190 --> 24:28.670]  You don't want people getting in there.
[24:28.670 --> 24:30.530]  You need to control the aroma.
[24:30.530 --> 24:31.530]  You're going to need some gloves.
[24:31.530 --> 24:35.470]  You're going to need something to hang your plants on, and you're going to need some sort
[24:35.470 --> 24:39.030]  of labels if you're growing more than one string.
[24:39.030 --> 24:42.870]  It's a good idea to start pre-defoliating if you can get in there and take off the leaves
[24:42.870 --> 24:43.870]  before.
[24:43.870 --> 24:45.950]  The chop down process is fairly simple.
[24:45.950 --> 24:49.910]  Grab it, chop it, hang that motherfucker upside down, and let it start drying.
[24:49.910 --> 24:52.990]  We know what temperature and humidity we need to keep the dry in cure room.
[24:52.990 --> 24:56.510]  We want about 50%, about 70 degrees.
[24:56.510 --> 24:59.990]  Let those plants hang for four or five days and start snapping the stems and see if they
[24:59.990 --> 25:00.990]  pop.
[25:00.990 --> 25:05.610]  It'll be five, seven, 10, maybe 14 days before they're ready to go into containers.
[25:05.610 --> 25:06.870]  That's when we're going to jar them up.
[25:06.870 --> 25:08.870]  That's where we're going to put them into containers.
[25:08.910 --> 25:10.790]  That's when the cure process is going to start.
[25:10.790 --> 25:15.390]  I think we've got a good grasp on how to harvest our plants.
[25:15.390 --> 25:19.630]  The next step in harvesting, you guys, is to get in there and clean and reset the grow
[25:19.630 --> 25:20.630]  room.
[25:20.630 --> 25:21.630]  That's right.
[25:21.630 --> 25:22.630]  It may be time to buy new bulbs.
[25:22.630 --> 25:25.350]  It may be time to change your air conditioner filters.
[25:25.350 --> 25:29.110]  It is certainly time to clean the cover on your carbon filter.
[25:29.110 --> 25:31.470]  Also maybe get in there and scrub the lenses.
[25:31.470 --> 25:35.870]  If you've got glass lenses on your ducted hoods, it's a good time to get in there and
[25:35.870 --> 25:37.210]  scrub that shit out.
[25:37.210 --> 25:39.450]  Make sure that everything is nice and clean.
[25:39.450 --> 25:43.770]  Clean the room with a cleaning product, maybe some bleach, maybe some Fizan, whatever you've
[25:43.770 --> 25:44.770]  got.
[25:44.770 --> 25:47.170]  Get in there and clean the shit out of the grow room.
[25:47.170 --> 25:48.930]  Get in the corners.
[25:48.930 --> 25:51.010]  Get in all the spots you've been missing.
[25:51.010 --> 25:55.250]  If you plan on using your grow room or your grow hut as your drying space, that's a good
[25:55.250 --> 25:58.450]  excuse but you're going to have to clean it as soon as you're done with that.
[25:58.450 --> 26:01.710]  As soon as those plants come out of there and you're trimming, you should take a break
[26:01.710 --> 26:06.290]  and go clean the shit out of your grow space before you put more plants in there.
[26:06.370 --> 26:09.050]  That is the completion of your harvest.
[26:09.050 --> 26:12.930]  That is also the completion of your harvest lesson, ladies and gentlemen.
[26:12.930 --> 26:14.010]  Thanks for hanging out with me.
[26:14.010 --> 26:18.130]  I think the next episode, I have a guest scheduled.
[26:18.130 --> 26:22.210]  There will be another episode before the dry and cure episode but there is an in-depth
[26:22.210 --> 26:24.410]  dry and cure episode coming up.
[26:24.410 --> 26:26.570]  We'll also talk about trimming a little bit.
[26:26.570 --> 26:30.450]  Then I think we're going to continue with grow lessons and we're going to start over.
[26:30.450 --> 26:35.430]  We're going to go right into germinating seeds and cutting clones and getting a grow started
[26:35.550 --> 26:36.550]  all over again.
