[00:17.850 --> 00:20.410]  Welcome back cannabis community.
[57:49.460 --> 57:51.580]  His book is definitely good.
[57:51.580 --> 57:52.540]  He's a great breeder.
[57:52.540 --> 57:54.220]  He's a great grower and things like that.
[57:54.220 --> 57:55.380]  Just not my forte.
[57:55.380 --> 57:57.540]  And you know, it's the same thing with him.
[57:57.540 --> 58:00.020]  You have to run a hundred seeds to get a good phenotype.
[58:00.020 --> 58:02.580]  You know, where it's like, I can generally say,
[58:02.620 --> 58:05.900]  I know you gauge me, can't adventure.
[58:05.900 --> 58:07.220]  Quite a few others in this game.
[58:07.220 --> 58:10.740]  I've had 10 packs and found three keepers out of.
[58:10.740 --> 58:12.260]  Heat, rare dankness.
[58:12.260 --> 58:15.380]  Rare dankness does those keepers, you know.
[58:15.380 --> 58:17.900]  I've gotten some really wonky plants from rare dankness.
[58:17.900 --> 58:18.740]  I was going to say.
[58:18.740 --> 58:19.580]  In the same 10 pack.
[58:19.580 --> 58:21.100]  Some gnarly looking rug burns.
[58:21.100 --> 58:23.220]  That would make up for all of the shit
[58:23.220 --> 58:24.060]  they've ever sold me.
[58:24.060 --> 58:24.900]  Right.
[58:24.900 --> 58:26.380]  Like, oh yeah, there's one right there.
[58:26.380 --> 58:27.220]  Right.
[58:27.220 --> 58:28.060]  Yeah.
[58:28.060 --> 58:28.880]  That's how it was with us with rug burn.
[58:28.880 --> 58:30.460]  We ran up through a bunch of rug burn seeds
[58:30.460 --> 58:31.460]  and every one of them was like,
[58:31.460 --> 58:33.260]  we got an eighth piece off of them.
[58:33.260 --> 58:37.500]  I was just like, this is the lankiest wonkiest looking.
[58:37.500 --> 58:38.340]  It smelled good.
[58:38.340 --> 58:40.060]  It looked good.
[58:40.060 --> 58:41.700]  You know, but it's just like, wow.
[58:41.700 --> 58:42.540]  You know.
[58:42.540 --> 58:44.300]  We don't, I don't think gauge gets enough credit
[58:44.300 --> 58:45.620]  in the game.
[58:45.620 --> 58:47.260]  Like people, more people need to notice
[58:47.260 --> 58:48.260]  gauge green genetics.
[58:48.260 --> 58:50.920]  That's a definitely a high end breeding company
[58:50.920 --> 58:52.420]  that gets overlooked in my opinion.
[58:52.420 --> 58:53.260]  I do.
[58:53.260 --> 58:54.080]  They're great.
[58:54.080 --> 58:54.920]  They're great breeders.
[58:54.920 --> 58:55.760]  I mean, they got good material they're working with.
[58:55.760 --> 58:56.580]  That's a lot of it.
[58:56.580 --> 58:58.100]  It's just the material they have is golden.
[58:58.100 --> 59:00.340]  Joseph Ochi is amazing.
[59:00.340 --> 59:01.180]  It is.
[59:01.180 --> 59:02.020]  You can't deny it.
[59:02.020 --> 59:03.900]  I mean, you cannot deny the thing made grape stomper
[59:03.900 --> 59:05.620]  and so many other great plants.
[59:05.620 --> 59:08.820]  And the Joseph ocean beach cross was one of the,
[59:08.820 --> 59:11.820]  one of the highly sought after,
[59:11.820 --> 59:14.380]  but yeah, very quick and gone plants.
[59:14.380 --> 59:16.460]  You know, that was, that was coming gone so fast
[59:16.460 --> 59:18.780]  because it went out basically as testers and never came back.
[59:18.780 --> 59:21.380]  I may still have a pack of testers from that.
[59:21.380 --> 59:22.300]  OB Rippers.
[59:22.300 --> 59:23.140]  Yeah.
[59:23.140 --> 59:23.960]  I might have some of those.
[59:23.960 --> 59:24.800]  OB Rippers and I.
[59:24.800 --> 59:25.620]  Maybe.
[59:25.620 --> 59:27.940]  I've got, honestly, I have a small manila envelope
[59:27.940 --> 59:29.860]  filled with gauge green genetics tester bags
[59:30.380 --> 59:31.700]  because you just used to send me so much
[59:31.700 --> 59:33.020]  and you'd be like, run what you can.
[59:33.020 --> 59:33.860]  Right.
[59:33.860 --> 59:34.680]  Yeah.
[59:34.680 --> 59:35.520]  Yeah.
[59:35.520 --> 59:36.540]  We took the dominant oceans out of that one,
[59:36.540 --> 59:38.560]  out of those and I actually bred with them too.
[59:38.560 --> 59:41.380]  We got a new one coming out with that pre 98 bubble
[59:41.380 --> 59:42.640]  also the OB Ripper.
[59:42.640 --> 59:43.480]  Yeah.
[59:43.480 --> 59:44.320]  I'd like to.
[59:44.320 --> 59:45.140]  Sort of like a close.
[59:45.140 --> 59:46.880]  Joseph, Joseph is just too stringy
[59:46.880 --> 59:48.220]  and I hate the way he does that.
[59:48.220 --> 59:49.380]  So we're going to hit him with that.
[59:49.380 --> 59:50.300]  We would hit that pre 90.
[59:50.300 --> 59:52.020]  I call it babe hind.
[59:52.020 --> 59:54.380]  But my prize mail is at a rise mail,
[59:54.380 --> 59:57.220]  which was started with a daybreaker mail from gauge.
[59:57.220 --> 59:58.060]  There you go.
[59:58.060 --> 59:58.900]  Yeah.
[59:58.900 --> 59:59.720]  I'm not afraid.
[01:00:00.580 --> 01:00:01.800]  I had to admit that I've done dabs with them.
[01:00:01.800 --> 01:00:02.840]  No, those are good kids.
[01:00:02.840 --> 01:00:03.680]  They are.
[01:00:03.680 --> 01:00:04.500]  They are.
[01:00:04.500 --> 01:00:05.340]  And you know, we talked about it
[01:00:05.340 --> 01:00:06.400]  and you go to them with a 10 pack and be like,
[01:00:06.400 --> 01:00:07.440]  Hey, I got the Holy grail.
[01:00:07.440 --> 01:00:08.400]  I'd be mine if I breathe.
[01:00:08.400 --> 01:00:09.800]  They're going to look at you and key player.
[01:00:09.800 --> 01:00:11.040]  Mike's going to tell you, go for it.
[01:00:11.040 --> 01:00:11.880]  They'll help you name it.
[01:00:11.880 --> 01:00:12.720]  That's it.
[01:00:12.720 --> 01:00:13.560]  I can tell you go for it.
[01:00:13.560 --> 01:00:14.920]  You got any names?
[01:00:14.920 --> 01:00:16.320]  You got to have respect for that.
[01:00:16.320 --> 01:00:17.160]  Yeah.
[01:00:17.160 --> 01:00:19.560]  I kind of use anything that I breed to the daybreaker.
[01:00:19.560 --> 01:00:21.880]  I try to use, I don't copy gauge,
[01:00:21.880 --> 01:00:24.120]  but I use their scheme in the names,
[01:00:24.120 --> 01:00:26.680]  like a rise and cascade.
[01:00:26.680 --> 01:00:29.280]  Those are all crosses that came from a gauge mail.
[01:00:30.000 --> 01:00:30.840]  Yeah.
[01:00:30.840 --> 01:00:32.040]  And just try to honor them in the cross.
[01:00:32.040 --> 01:00:32.880]  Yeah.
[01:00:32.880 --> 01:00:34.560]  You got to give a little bit of props to where it came from.
[01:00:34.560 --> 01:00:36.040]  Respect to the elders.
[01:00:36.040 --> 01:00:38.080]  So we did the Bay pine, you know,
[01:00:38.080 --> 01:00:40.280]  we put it in there just to Bay pine,
[01:00:40.280 --> 01:00:41.800]  California pine trees, you know,
[01:00:41.800 --> 01:00:42.800]  and it's where it's from.
[01:00:42.800 --> 01:00:45.240]  So it's good a little homage back to Cali.
[01:00:45.240 --> 01:00:46.080]  Yeah.
[01:00:46.080 --> 01:00:47.600]  Got to give love to everybody that does it.
[01:00:47.600 --> 01:00:49.320]  All right, you guys, we've been going for like an hour.
[01:00:49.320 --> 01:00:51.120]  We need to start wrapping up this part of the show.
[01:00:51.120 --> 01:00:52.200]  Will, you were a little bit quiet,
[01:00:52.200 --> 01:00:53.600]  but we talked a lot about seed breeding.
[01:00:53.600 --> 01:00:54.960]  Yeah, I was here to learn.
[01:00:54.960 --> 01:00:56.160]  You guys took me to school.
[01:00:56.160 --> 01:00:57.000]  Yeah.
[01:00:57.000 --> 01:00:57.840]  I hope you learned a whole bunch.
[01:00:57.840 --> 01:00:58.660]  I definitely did.
[01:00:59.020 --> 01:01:00.260]  I took a Kalonji Kush from my seeds
[01:01:00.260 --> 01:01:02.020]  and that shit looked amazing.
[01:01:02.020 --> 01:01:05.860]  I actually still have a mother from that cut.
[01:01:05.860 --> 01:01:08.940]  And I just actually about to take a bunch of cuts this week.
[01:01:08.940 --> 01:01:09.780]  Yeah.
[01:01:09.780 --> 01:01:10.900]  Yeah, I would definitely take one.
[01:01:10.900 --> 01:01:12.660]  I think it's better than the cut that I've got.
[01:01:12.660 --> 01:01:13.860]  I remember you saying that a while back.
[01:01:13.860 --> 01:01:14.860]  Yeah, it's better than the cut.
[01:01:14.860 --> 01:01:16.300]  We've got the cut at Green and Healthy
[01:01:16.300 --> 01:01:17.700]  and your cut looks better.
[01:01:17.700 --> 01:01:19.580]  It's like covered in trikes.
[01:01:19.580 --> 01:01:24.540]  It often gets confused for La Plata Labs' Durango OG.
[01:01:24.540 --> 01:01:25.780]  It looks very similar.
[01:01:25.780 --> 01:01:28.340]  The smell on the Kalonji was,
[01:01:29.180 --> 01:01:31.060]  I had never smelled weed like that before.
[01:01:31.060 --> 01:01:32.020]  Everyone I showed it to was like,
[01:01:32.020 --> 01:01:33.420]  what the hell, this is crazy.
[01:01:33.420 --> 01:01:34.260]  Nice.
[01:01:34.260 --> 01:01:35.100]  So definitely stoked on that one.
[01:01:35.100 --> 01:01:35.940]  Good find.
[01:01:35.940 --> 01:01:36.780]  Oh yeah.
[01:01:36.780 --> 01:01:37.600]  Good phenohunt.
[01:01:37.600 --> 01:01:38.440]  Oh yeah.
[01:01:38.440 --> 01:01:39.280]  Cool.
[01:01:39.280 --> 01:01:40.100]  Man, where can people find you on social media?
[01:01:40.100 --> 01:01:41.220]  You can find me on Instagram.
[01:01:41.220 --> 01:01:42.980]  It's the, let me see if I'm underscored.
[01:01:42.980 --> 01:01:43.820]  I can't remember.
[01:01:43.820 --> 01:01:45.540]  I think it's the Barefoot Grower.
[01:01:45.540 --> 01:01:46.380]  I think it's Barefoot underscore Grower.
[01:01:46.380 --> 01:01:48.820]  Yeah, the underscore Barefoot underscore Grower.
[01:01:48.820 --> 01:01:49.660]  Okay.
[01:01:49.660 --> 01:01:50.500]  That's me on Instagram.
[01:01:50.500 --> 01:01:51.620]  It's really all I got going on.
[01:01:51.620 --> 01:01:52.460]  All right.
[01:01:52.460 --> 01:01:54.540]  You got pictures of the new grow at work up there?
[01:01:54.540 --> 01:01:55.380]  Yeah, yeah.
[01:01:55.380 --> 01:01:56.900]  I work over at a Syn Cannabis company.
[01:01:56.900 --> 01:01:58.060]  You can find them on Instagram too.
[01:01:58.740 --> 01:02:01.420]  It's just at a Syn Cannabis company, A-S-E-E-N-D.
[01:02:01.420 --> 01:02:03.700]  Oh man, that might be a new strain name, a Syn.
[01:02:03.700 --> 01:02:04.540]  That's a good one.
[01:02:04.540 --> 01:02:05.380]  I like that.
[01:02:05.380 --> 01:02:06.420]  I was actually thinking about that the other day.
[01:02:06.420 --> 01:02:07.260]  It's messed up.
[01:02:07.260 --> 01:02:08.080]  That is messed up.
[01:02:08.080 --> 01:02:08.920]  You can have it, bro.
[01:02:08.920 --> 01:02:09.760]  It's yours.
[01:02:09.760 --> 01:02:10.580]  Go for it.
[01:02:10.580 --> 01:02:12.940]  No, obviously what made me think about it was Arise.
[01:02:12.940 --> 01:02:13.780]  That's nice.
[01:02:13.780 --> 01:02:14.980]  I swear straight up, dude.
[01:02:14.980 --> 01:02:16.820]  I was like, that's a good name for a thing.
[01:02:16.820 --> 01:02:17.980]  Cause I go in a can of sewer a lot
[01:02:17.980 --> 01:02:19.340]  and they run your Arise in there.
[01:02:19.340 --> 01:02:20.180]  Oh, I didn't know that.
[01:02:20.180 --> 01:02:21.420]  Yeah, they actually, they actually.
[01:02:21.420 --> 01:02:22.260]  Really cool.
[01:02:22.260 --> 01:02:23.080]  Yeah, yeah.
[01:02:23.080 --> 01:02:23.920]  Can of sewer runs your Arise.
[01:02:23.920 --> 01:02:24.760]  Really neat.
[01:02:25.080 --> 01:02:25.920]  That's awesome.
[01:02:25.920 --> 01:02:27.240]  It's one of the favorites of the bud tenders in there.
[01:02:27.240 --> 01:02:28.080]  Oh shit.
[01:02:28.080 --> 01:02:30.360]  Well, shout out to the can of sewer, I guess.
[01:02:30.360 --> 01:02:31.640]  I'm gonna have to stop in there and buy an eighth
[01:02:31.640 --> 01:02:32.480]  just to see what it's like.
[01:02:32.480 --> 01:02:33.840]  Well, you know, the only reason why I ever go
[01:02:33.840 --> 01:02:35.600]  into that place is because they're like the only place
[01:02:35.600 --> 01:02:37.760]  in Pueblo West that doesn't just rape you.
[01:02:37.760 --> 01:02:39.680]  You know, I can go in and get 125 ounces
[01:02:39.680 --> 01:02:41.000]  if I'm out between harvest.
[01:02:41.000 --> 01:02:45.160]  You know, and it's, it's, the weed's crap, but you know.
[01:02:45.160 --> 01:02:47.000]  I was not gonna ask.
[01:02:47.000 --> 01:02:47.840]  Step it up.
[01:02:47.840 --> 01:02:48.660]  I wasn't gonna ask.
[01:02:48.660 --> 01:02:49.500]  Step it up, guys.
[01:02:49.500 --> 01:02:50.760]  I was just gonna let you have that one.
[01:02:50.760 --> 01:02:51.580]  It's fine.
[01:02:51.580 --> 01:02:52.420]  I'm just gonna say it.
[01:02:52.420 --> 01:02:53.240]  The weed's crap.
[01:02:53.240 --> 01:02:54.240]  Quit using machines.
[01:02:54.680 --> 01:02:55.880]  Oh man, trim machines suck.
[01:02:55.880 --> 01:02:56.720]  Hire people.
[01:02:56.720 --> 01:02:57.540]  Employ humans.
[01:02:57.540 --> 01:02:58.380]  That's it.
[01:02:58.380 --> 01:02:59.200]  Come on, support your community.
[01:02:59.200 --> 01:03:01.120]  That's what's really, stop cutting it early.
[01:03:01.120 --> 01:03:02.280]  Quit doing machine work.
[01:03:02.280 --> 01:03:04.040]  That's a lot of what the problem is.
[01:03:04.040 --> 01:03:06.440]  Once they do that, they got a fantastic looking grow.
[01:03:06.440 --> 01:03:07.260]  It's clean.
[01:03:07.260 --> 01:03:08.100]  It's nice.
[01:03:08.100 --> 01:03:09.440]  You know, it looks good.
[01:03:09.440 --> 01:03:10.780]  They overfeed a little bit.
[01:03:10.780 --> 01:03:12.000]  You know, when your plants look like they're tying
[01:03:12.000 --> 01:03:14.240]  your shoes, it's time to back off a little bit.
[01:03:15.520 --> 01:03:18.000]  But speaking of, speaking of trimming weed,
[01:03:18.000 --> 01:03:20.100]  I owe a shout out to my buddy, John Randles Jr.
[01:03:20.100 --> 01:03:22.740]  That dude trims for 40 hours a week with no complaints,
[01:03:22.740 --> 01:03:24.900]  puts his head down and fucking cuts up weed.
[01:03:24.900 --> 01:03:25.740]  Good job, brother.
[01:03:25.740 --> 01:03:26.560]  Thank you.
[01:03:26.560 --> 01:03:27.860]  I appreciate having you on the team.
[01:03:27.860 --> 01:03:28.700]  Keep it up.
[01:03:28.700 --> 01:03:29.740]  Do your thing.
[01:03:29.740 --> 01:03:31.300]  Will, did we cover all of your social media?
[01:03:31.300 --> 01:03:34.380]  Yes, the underscore barefoot underscore grower.
[01:03:34.380 --> 01:03:35.660]  Make sure you support my friend Will.
[01:03:35.660 --> 01:03:36.500]  Check out his pictures.
[01:03:36.500 --> 01:03:38.180]  He's got some cool shit up there.
[01:03:38.180 --> 01:03:39.020]  I think so too.
[01:03:39.020 --> 01:03:39.840]  Thank you.
[01:03:39.840 --> 01:03:40.680]  Yeah, for sure, man.
[01:03:40.680 --> 01:03:41.520]  I appreciate your big ass grow.
[01:03:41.520 --> 01:03:42.340]  Oh yeah, man.
[01:03:42.340 --> 01:03:43.420]  I love it over there.
[01:03:43.420 --> 01:03:44.340]  He posts some cool shit on.
[01:03:44.340 --> 01:03:46.580]  Do you want these people to follow you on Snapchat also?
[01:03:46.580 --> 01:03:47.420]  Sure, yeah.
[01:03:47.420 --> 01:03:49.300]  I think, let's see what Snapchat.
[01:03:49.300 --> 01:03:51.980]  This thing is illzweezy on Snapchat.
[01:03:51.980 --> 01:03:53.620]  Let's see here.
[01:03:53.620 --> 01:03:54.780]  Yeah, Snapchat's picky.
[01:03:54.780 --> 01:03:57.500]  You can find me as the barefoot grower on Snapchat
[01:03:57.500 --> 01:03:58.860]  or illzweezy on Snapchat.
[01:03:58.860 --> 01:04:00.300]  They're both my usernames.
[01:04:00.300 --> 01:04:01.140]  I guess you got two.
[01:04:01.140 --> 01:04:02.500]  You can see his morning dabs.
[01:04:02.500 --> 01:04:04.780]  Yeah, I stay on Snapchat during the day
[01:04:04.780 --> 01:04:07.220]  where I post a lot of what we got going on over there.
[01:04:07.220 --> 01:04:08.040]  We do a lot every day.
[01:04:08.040 --> 01:04:09.740]  So if you're interested in what goes on
[01:04:09.740 --> 01:04:13.520]  in a huge greenhouse on the daily, definitely hit me up.
[01:04:13.520 --> 01:04:14.460]  It entertains me.
[01:04:14.460 --> 01:04:16.540]  So it will definitely entertain the average grower.
[01:04:16.540 --> 01:04:17.380]  Check it out.
[01:04:18.220 --> 01:04:20.660]  Rob, how can people find you on the social media?
[01:04:20.660 --> 01:04:22.820]  Twitter, Facebook, Instagram.
[01:04:22.820 --> 01:04:25.060]  That's pretty much where we're at right now.
[01:04:25.060 --> 01:04:26.580]  You guys, the Sour Seed Company?
[01:04:26.580 --> 01:04:27.420]  All right.
[01:04:27.420 --> 01:04:28.240]  Sour Seed Co.
[01:04:28.240 --> 01:04:29.080]  All right.
[01:04:29.080 --> 01:04:29.920]  That's it.
[01:04:29.920 --> 01:04:30.740]  You have a website yet?
[01:04:30.740 --> 01:04:31.580]  We had one.
[01:04:31.580 --> 01:04:32.420]  I took it down for a little while.
[01:04:32.420 --> 01:04:33.240]  I'm gonna redo everything.
[01:04:33.240 --> 01:04:34.740]  I'm just gonna redo everything from scratch again.
[01:04:34.740 --> 01:04:36.340]  And no more forum.
[01:04:36.340 --> 01:04:37.660]  We're just gonna go all out.
[01:04:37.660 --> 01:04:39.420]  The forum gets to be a pain in the ass, doesn't it?
[01:04:39.420 --> 01:04:40.540]  It does, it does.
[01:04:40.540 --> 01:04:42.500]  And then you have a lot of spam.
[01:04:42.500 --> 01:04:43.340]  That's what I have.
[01:04:43.340 --> 01:04:44.780]  And the main thing is the money.
[01:04:44.780 --> 01:04:46.940]  To get a good host that doesn't have a lot of spam
[01:04:46.940 --> 01:04:49.780]  and security and everything else, it costs you a fortune.
[01:04:49.820 --> 01:04:51.140]  I've got Chinese and Russian hackers
[01:04:51.140 --> 01:04:53.340]  trying to get into my forum every single day.
[01:04:53.340 --> 01:04:54.300]  I wanna sell you those Ray-Bans.
[01:04:54.300 --> 01:04:55.140]  That's right.
[01:04:55.140 --> 01:04:57.940]  They join the forum and then they just go
[01:04:57.940 --> 01:04:59.180]  and they type in, in the forum,
[01:04:59.180 --> 01:05:01.620]  they figure out how to put in script in their forum post
[01:05:01.620 --> 01:05:03.100]  that can corrupt my website.
[01:05:03.100 --> 01:05:05.420]  And then they start stealing shit out of my website.
[01:05:05.420 --> 01:05:06.900]  And then redirecting it.
[01:05:06.900 --> 01:05:08.140]  And yeah, this happened twice now.
[01:05:08.140 --> 01:05:09.980]  But I'm gonna walk down pretty well now.
[01:05:09.980 --> 01:05:11.980]  I think I feel like I just taunted people.
[01:05:11.980 --> 01:05:14.500]  But please don't fuck up my website.
[01:05:14.500 --> 01:05:17.100]  We had a great moderator, but it was a lot on him too.
[01:05:17.100 --> 01:05:19.260]  You know, it was like taking a path of his day.
[01:05:19.580 --> 01:05:20.420]  Just trying to get rid of stuff.
[01:05:20.420 --> 01:05:21.380]  Yeah, I'm the moderator.
[01:05:21.380 --> 01:05:22.740]  I get the email that says a hacker
[01:05:22.740 --> 01:05:24.100]  has registered to your forum.
[01:05:24.100 --> 01:05:26.180]  And I have to go delete their account, block them,
[01:05:26.180 --> 01:05:27.020]  delete all their posts.
[01:05:27.020 --> 01:05:29.820]  Shout out to Vinny for doing all that work on our forum.
[01:05:29.820 --> 01:05:30.660]  But yeah, we shut it down.
[01:05:30.660 --> 01:05:31.660]  We're doing a website now.
[01:05:31.660 --> 01:05:33.860]  And we do have a website for the hat pins.
[01:05:34.860 --> 01:05:36.660]  710hatpins.com.
[01:05:36.660 --> 01:05:37.500]  Check those guys out.
[01:05:37.500 --> 01:05:38.940]  He just brought me two dope ass hat pins.
[01:05:38.940 --> 01:05:41.260]  I got the little, the zombie pin doll.
[01:05:41.260 --> 01:05:43.500]  And I got the new Sour Seed Co. logo for my hat.
[01:05:43.500 --> 01:05:44.340]  That's gonna look fresh.
[01:05:44.340 --> 01:05:45.340]  I know where they're gonna go.
[01:05:45.340 --> 01:05:46.180]  Those look awesome.
[01:05:46.180 --> 01:05:47.020]  Yeah, check us out.
[01:05:47.020 --> 01:05:48.340]  We do 12.99 free shipping.
[01:05:48.380 --> 01:05:49.220]  We don't discriminate.
[01:05:49.220 --> 01:05:50.340]  All of our hat pins are the same.
[01:05:50.340 --> 01:05:52.140]  If you have more than three hat pins
[01:05:52.140 --> 01:05:55.940]  on your hat, purse, and or backpack, you are a Wook.
[01:05:55.940 --> 01:05:56.780]  That is the official rule.
[01:05:56.780 --> 01:05:57.620]  You look official.
[01:05:57.620 --> 01:05:59.780]  Yes, three pins is the limit.
[01:05:59.780 --> 01:06:00.820]  Three pins.
[01:06:00.820 --> 01:06:02.060]  We can all agree on three pins, right?
[01:06:02.060 --> 01:06:03.060]  Everyone looks solid.
[01:06:03.060 --> 01:06:03.900]  Three is the limit.
[01:06:03.900 --> 01:06:05.740]  All right, more than three pins and you're a Wook.
[01:06:05.740 --> 01:06:07.300]  Three, three, three makes you a Wook.
[01:06:07.300 --> 01:06:08.140]  Two pins, you're all right.
[01:06:08.140 --> 01:06:09.300]  Three, you are a Wook.
[01:06:09.300 --> 01:06:11.620]  I have like 15 on my backpack right now.
[01:06:13.020 --> 01:06:14.980]  But I make hat pins for a living, so I have an excuse.
[01:06:14.980 --> 01:06:16.020]  You've got an excuse.
[01:06:16.020 --> 01:06:18.020]  I got the iRegenetics pin on everything.
[01:06:18.460 --> 01:06:19.860]  I got that one in my frame.
[01:06:19.860 --> 01:06:21.300]  That's in my personal collection.
[01:06:21.300 --> 01:06:22.140]  Nice.
[01:06:22.140 --> 01:06:23.620]  Those are most of mine are on a frame.
[01:06:23.620 --> 01:06:25.500]  I don't think I have any on my hats, actually.
[01:06:25.500 --> 01:06:27.260]  I just rocked the one on the hat.
[01:06:27.260 --> 01:06:28.180]  That's all I need.
[01:06:28.180 --> 01:06:29.820]  Good enough, but I am a Wook.
[01:06:29.820 --> 01:06:30.900]  I'll take credit for that.
[01:06:30.900 --> 01:06:31.740]  Yeah.
[01:06:32.620 --> 01:06:33.620]  All right, we've been going for a long time.
[01:06:33.620 --> 01:06:34.540]  Make sure you follow my friends
[01:06:34.540 --> 01:06:36.380]  on all their social media feeds.
[01:06:36.380 --> 01:06:38.980]  Make sure you support 710 Hat Pins.
[01:06:38.980 --> 01:06:40.700]  Yeah, make sure you support them.
[01:06:40.700 --> 01:06:42.500]  Support the legalization of cannabis.
[01:06:42.500 --> 01:06:43.340]  And make sure you follow me
[01:06:43.340 --> 01:06:45.140]  on all the social media, you guys.
[01:06:45.140 --> 01:06:47.980]  On Instagram, it's irie underscore genetics.
[01:06:48.820 --> 01:06:50.580]  On Twitter, it's at GFYH podcast.
[01:06:50.580 --> 01:06:51.660]  And of course, there's Facebook,
[01:06:51.660 --> 01:06:53.740]  the Grow From Your Heart podcast page.
[01:06:53.740 --> 01:06:55.100]  Support that, check it out.
[01:06:55.100 --> 01:06:56.780]  You guys, I'm gonna wrap up this part with my friends.
[01:06:56.780 --> 01:06:57.700]  Bros, thanks for coming.
[01:06:57.700 --> 01:06:58.540]  Thank you for having us.
[01:06:58.540 --> 01:06:59.380]  Oh, thanks for having us, man.
[01:06:59.380 --> 01:07:00.200]  Thank you.
[01:07:00.200 --> 01:07:01.040]  I'm gonna hit pause for a minute, play some music,
[01:07:01.040 --> 01:07:02.740]  and I'll be right back to wrap up the show.
[01:07:02.740 --> 01:07:18.980]  Yeah, I wanna thank you guys again for listening.
[01:07:18.980 --> 01:07:21.260]  I also wanna thank Rob and Will for joining me.
[01:07:21.260 --> 01:07:23.900]  You guys, make sure you support our sponsors, Elevate Glass.
[01:07:23.900 --> 01:07:25.860]  Before we go, I wanna give a huge shout out
[01:07:25.860 --> 01:07:27.580]  to my friends in the Mystic Roots Band.
[01:07:27.580 --> 01:07:29.420]  They definitely made me feel like a VIP.
[01:07:29.420 --> 01:07:30.940]  I had a good-ass time at the show.
[01:07:30.940 --> 01:07:31.780]  Thanks for traveling.
[01:07:31.780 --> 01:07:32.600]  Thanks for coming through.
[01:07:32.600 --> 01:07:33.980]  Also, shout out to Catchafaya.
[01:07:33.980 --> 01:07:35.100]  Big shout out to the Black Sheep.
[01:07:35.100 --> 01:07:37.300]  And a huge shout out to my friends Chris and Lindsey.
[01:07:37.300 --> 01:07:39.300]  You guys, I think that's all I've got for you.
[01:07:39.300 --> 01:07:40.660]  It'd be really cool if you go to iTunes.
[01:07:40.660 --> 01:07:41.700]  Go to the iTunes store,
[01:07:41.700 --> 01:07:43.180]  search for the Grow From Your Heart podcast,
[01:07:43.180 --> 01:07:45.340]  find the review section, type in a little comment,
[01:07:45.340 --> 01:07:46.860]  let me know what you think about the show,
[01:07:46.860 --> 01:07:47.780]  give me a star rating,
[01:07:47.780 --> 01:07:50.740]  and I will read your comment on a future episode.
[01:07:50.740 --> 01:07:53.720]  I definitely appreciate all of the comments.
[01:07:53.720 --> 01:07:54.620]  I would also appreciate it
[01:07:54.620 --> 01:07:56.260]  if you guys follow me on social media.
[01:07:56.260 --> 01:07:57.920]  That's right, check me out on Instagram.
[01:07:57.920 --> 01:07:59.960]  It's Irie underscore genetics.
[01:07:59.960 --> 01:08:02.640]  I'm on Twitter, it's at GFYH podcast.
[01:08:02.640 --> 01:08:04.240]  And we're also on Facebook.
[01:08:04.240 --> 01:08:06.640]  Just search for the Grow From Your Heart podcast.
[01:08:06.640 --> 01:08:08.720]  You guys, every episode is available on iTunes,
[01:08:08.720 --> 01:08:12.040]  Stitcher, and my website, IrieGeneticsColorado.com.
[01:08:12.040 --> 01:08:13.640]  You can also catch the show Wednesdays
[01:08:13.640 --> 01:08:16.120]  at 1 p.m. on TokRadio.com.
[01:08:16.120 --> 01:08:17.640]  Big shout out to my friends at TokRadio.
[01:08:17.640 --> 01:08:20.040]  Make sure you support the other podcasts on the network.
[01:08:20.040 --> 01:08:23.480]  Big shout out to Lucy and her podcast, Lucy in the Sky.
[01:08:23.480 --> 01:08:24.960]  I think that's all I've got for you
[01:08:24.960 --> 01:08:26.720]  on this long, extended episode.
[01:08:26.720 --> 01:08:28.720]  Thanks again for listening to a long episode.
[01:08:28.720 --> 01:08:30.360]  Big shout out to Maddie and Spence.
[01:08:30.360 --> 01:08:32.760]  And until next time, take a fat dab
[01:08:32.760 --> 01:08:34.320]  and give your mom a hug for me.
