[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[21:57.860 --> 21:59.700]  It can encourage powdery mildew.
[21:59.700 --> 22:03.060]  Try to keep the plants happy by giving them the proper conditions.
[22:03.060 --> 22:06.780]  How much better do you perform when you are happy with your conditions?
[22:06.780 --> 22:09.380]  If I made you go do your job, some of you are going to laugh at me because you have
[22:09.380 --> 22:10.380]  to do this.
[22:10.380 --> 22:14.740]  If I made you go do your job outside in 30 degree weather and shorts and a t-shirt, how
[22:14.740 --> 22:15.980]  happy are you going to be?
[22:15.980 --> 22:17.740]  You're not going to get shit done.
[22:17.740 --> 22:22.520]  If I put you in shorts and a t-shirt and put you in a 77 degree room and I dial that humidity
[22:22.520 --> 22:26.660]  back to about 50%, you're going to be completely comfortable in that room and you're going
[22:26.660 --> 22:28.040]  to get a lot done.
[22:28.040 --> 22:30.380]  The plants feel the same about life.
[22:30.380 --> 22:34.440]  If we keep them comfortable and we keep them happy, they're going to produce for us and
[22:34.440 --> 22:35.800]  give us what we want.
[22:35.800 --> 22:39.540]  If we don't keep them happy, if we don't treat them properly, they're not going to give us
[22:39.540 --> 22:40.540]  shit.
[22:40.540 --> 22:42.380]  It's going to be a struggle the entire grow.
[22:42.380 --> 22:46.080]  So again, for temperature, I want somewhere between 70 and 80 degrees.
[22:46.080 --> 22:50.420]  Right around 75 to 77 is that sweet spot from what I have experienced.
[22:50.420 --> 22:54.620]  And then again, with humidity, I like to stay between 50 and 70%.
[22:54.620 --> 22:56.620]  Too low, you start slowing down growth.
[22:56.620 --> 22:58.900]  Too high, you start slowing down growth.
[22:58.900 --> 23:00.820]  So that is the temperature and humidity.
[23:00.820 --> 23:05.980]  Again, I highly recommend you go listen to episode 314 and learn all about vapor pressure
[23:05.980 --> 23:06.980]  deficit.
[23:06.980 --> 23:09.060]  All right, you guys, we have talked about lighting.
[23:09.060 --> 23:10.700]  We have talked about environment.
[23:10.700 --> 23:13.220]  I feel like this is going to turn into a long podcast.
[23:13.220 --> 23:14.580]  I'm 20 minutes in.
[23:14.580 --> 23:16.140]  I am going to press pause for a moment.
[23:16.140 --> 23:17.260]  I need to take a drink.
[23:17.260 --> 23:18.940]  Of course, I'm going to take a couple of dabs.
[23:18.940 --> 23:20.980]  I encourage you to dab with me.
[23:20.980 --> 23:26.580]  I will be right back and we will talk about nutrients and feeding our new small veg plants.
[23:27.100 --> 23:31.060]  Hey guys, while I'm taking a couple of dabs, I thought it would be a good opportunity to
[23:31.060 --> 23:34.420]  give thanks to people who have supported the show on Patreon.
[23:34.420 --> 23:36.460]  I want to give a huge thanks to my friend Sam.
[23:36.460 --> 23:41.700]  How about a giant thanks to Aldridge, a big giant shout out to Tanner Martinovic, and
[23:41.700 --> 23:44.780]  also a big shout out to Todd Keller.
[23:44.780 --> 23:47.060]  Thank you for all of the Patreon support.
[23:47.060 --> 23:49.980]  If you would like to learn how to support the show on Patreon, all you have to do is
[23:49.980 --> 23:56.380]  go to patreon.com slash growfromyourheart and all of the information will be right there.
[23:56.380 --> 23:58.860]  Thanks again for all of the Patreon support.
[23:58.860 --> 24:00.580]  All right, podcast world, I am back.
[24:00.580 --> 24:01.660]  I am well hydrated.
[24:01.660 --> 24:07.420]  I am very well medicated and I am ready to talk more about our small veg plants.
[24:07.420 --> 24:09.500]  I said we were going to jump into nutrients.
[24:09.500 --> 24:13.860]  I've got one more thing I want to add to our grow environment before we talk about what
[24:13.860 --> 24:15.660]  we are feeding.
[24:15.660 --> 24:18.980]  Let's add a small fan to our grow environment.
[24:18.980 --> 24:22.820]  I want to ruffle each leaf of our small plants as they grow.
[24:22.820 --> 24:25.860]  I don't need the fan blasting the plants constantly.
[24:25.860 --> 24:28.780]  I don't need the fan making the plants bend over.
[24:28.780 --> 24:30.940]  I don't need a whole lot of fan activity.
[24:30.940 --> 24:33.420]  If you've got an oscillating fan, that's perfect.
[24:33.420 --> 24:37.140]  Put it on low and just let it breeze across the canopy of those plants.
[24:37.140 --> 24:40.540]  It's going to make the plants more robust and it's going to make them develop stronger
[24:40.540 --> 24:44.780]  roots and I think the plants do better when we give them a little bit of wind.
[24:44.780 --> 24:45.780]  There's wind outside.
[24:45.780 --> 24:47.620]  They would get blown around a little bit.
[24:47.620 --> 24:51.540]  I think that what happens when I push you, if I shove you a little bit, not super hard,
[24:51.540 --> 24:54.260]  but if I just give you a little nudge, what do you do?
[24:54.260 --> 24:57.740]  Your instinct is to spread your feet further apart to have better balance.
[24:57.740 --> 25:01.260]  I kind of feel like if we blow on a plant, make it wobble around a little bit, maybe
[25:01.260 --> 25:04.820]  it's going to spread its roots a little bit wider to get better balance, which will also
[25:04.820 --> 25:09.580]  result in a more robust stalk, which will result in an overall more productive plant
[25:09.580 --> 25:12.460]  when we move that plant into the flowering phase.
[25:12.460 --> 25:13.940]  Let's give the plants a little bit of wind.
[25:13.940 --> 25:15.420]  They would get wind outside.
[25:15.420 --> 25:18.620]  Let's introduce a little bit of that to our indoor environment.
[25:18.620 --> 25:21.740]  Again, don't blast the plants.
[25:21.740 --> 25:27.820]  If some of the leaves closest to that fan start getting dry or leathery or crinkly,
[25:27.820 --> 25:32.460]  or they start looking like a potato chip, they're getting blasted too hard by the fan.
[25:32.460 --> 25:36.300]  Reduce either the fan speed or the frequency that they're getting hit by the fan.
[25:36.300 --> 25:40.660]  They're getting too much air movement and you're disrupting the vapor pressure deficit
[25:40.660 --> 25:41.660]  in that area.
[25:41.660 --> 25:43.500]  Pay attention to the leaves.
[25:43.500 --> 25:46.340]  They will let you know if they're getting too much wind, but give them a little bit
[25:46.340 --> 25:49.660]  of airflow and your plants will really be happy for it.
[25:49.660 --> 25:51.220]  You like a nice little breeze, don't you?
[25:51.220 --> 25:53.500]  Nice warm day, nice sunshine on your face.
[25:53.500 --> 25:54.820]  What's the next best thing that could come along?
[25:54.820 --> 25:56.420]  It's just a nice little breeze.
[25:56.420 --> 25:58.540]  I think the plants kind of feel the same way.
[25:58.540 --> 26:01.060]  So give them a nice little breeze and I think they will appreciate it.
[26:01.060 --> 26:02.140]  You'll make them stronger.
[26:02.140 --> 26:06.540]  You'll make them more robust and you'll give them just some fresh air more frequently.
[26:06.540 --> 26:11.120]  Now let's talk a little bit about nutrients for our small veg plants.
[26:11.120 --> 26:14.960]  We don't need a supercharged nutrient regimen for these little plants.
[26:14.960 --> 26:16.260]  We don't want to burn them.
[26:16.260 --> 26:17.540]  We don't want to shock them.
[26:17.540 --> 26:20.020]  We don't want to stunt them while they're babies.
[26:20.020 --> 26:24.860]  We want to focus on a balanced diet and I like to focus, like I keep saying, on root
[26:24.860 --> 26:27.060]  development for these small plants.
[26:27.060 --> 26:29.380]  So I like a light vegetative nutrient.
[26:29.380 --> 26:33.980]  If you're working with bottled nutrients, here are a few things to think about.
[26:33.980 --> 26:39.820]  If you are working in cocoa or soil or soilless mix or hydro, you need to pay attention to
[26:39.820 --> 26:46.260]  whatever product line you decide to buy and see if they offer a soil, a cocoa, or a hydro
[26:46.260 --> 26:47.260]  variety.
[26:47.260 --> 26:51.540]  The nutrients will be chelated differently and they will be in different ratios because
[26:51.540 --> 26:56.260]  your plants will uptake things differently in different mediums.
[26:56.260 --> 27:01.120]  Many of the companies that make nutrients offer a soil or a hydro option when it comes
[27:01.120 --> 27:02.800]  to buying their products.
[27:02.800 --> 27:08.260]  If you are growing in cocoa, I recommend you get the hydroponic version of the product
[27:08.260 --> 27:09.580]  you are buying.
[27:09.580 --> 27:13.920]  Cocoa is more like hydro than it is like soil or a soilless mix.
[27:13.920 --> 27:18.620]  So if you're shopping for nutrients and you're in cocoa, I would recommend that you buy the
[27:18.620 --> 27:21.840]  bottle that is recommended for hydro.
[27:21.840 --> 27:25.480]  Now when you're looking at bottled nutrients, you're going to find three numbers displayed
[27:25.480 --> 27:26.480]  on the bottle.
[27:26.480 --> 27:30.060]  That is the NPK value of that nutrient.
[27:30.060 --> 27:31.860]  The first number is nitrogen.
[27:31.860 --> 27:35.560]  That tells us the ratio of nitrogen in that product.
[27:35.560 --> 27:38.520]  The next number will be the amount of phosphorus.
[27:38.520 --> 27:41.640]  Then the next number will be the amount of potassium.
[27:41.640 --> 27:46.840]  When it comes to veg nutrients, we are looking for a product with a high N ratio and lower
[27:46.840 --> 27:48.000]  P and K numbers.
[27:48.000 --> 27:50.320]  We don't need a lot of phosphorus and potassium.
[27:50.320 --> 27:55.620]  We want to focus on that nitrogen for building strong, robust plants with a lot of energy.
[27:55.620 --> 27:59.200]  So we need a good, solid, grow, base nutrient.
[27:59.200 --> 28:02.400]  Let's talk a little bit about base nutrients.
[28:02.400 --> 28:07.760]  Whatever company you choose to work with, they probably offer a two or three part base
[28:07.760 --> 28:08.820]  nutrient system.
[28:08.820 --> 28:12.040]  A lot of them will have a grow and a bloom.
[28:12.040 --> 28:13.460]  That makes it pretty obvious.
[28:13.460 --> 28:18.400]  You use the grow for your vegetative stage and you use the bloom for your flowering stage.
[28:18.400 --> 28:23.540]  A lot of companies offer a two part product, which will be an A and a B grow.
[28:23.540 --> 28:26.360]  They also offer an A and a B bloom, but we don't need those.
[28:26.360 --> 28:28.220]  So let's talk about those later.
[28:28.220 --> 28:33.920]  You will take your grow A and grow B and you will mix those into your water to create your
[28:33.920 --> 28:36.700]  vegetative nutrient base solution.
[28:36.700 --> 28:41.000]  The reason they sell an A and a B is because there are things in bottle A and things in
[28:41.000 --> 28:46.540]  bottle B that will bind together chemically if they are mixed together without being diluted
[28:46.540 --> 28:47.920]  in our water.
[28:47.920 --> 28:49.080]  So you would fill your container.
[28:49.080 --> 28:51.540]  I generally use a five gallon bucket in a home grow.
[28:51.540 --> 28:53.560]  You'd fill your five gallon bucket with water.
[28:53.560 --> 28:58.020]  You would apply the correct amount, the appropriate amount of veg A. Then you would apply the
[28:58.020 --> 29:00.700]  appropriate amount of veg B. Then you would mix it up.
[29:00.700 --> 29:03.900]  Then you would continue to add the rest of the required nutrients.
[29:03.900 --> 29:07.380]  That is a two part vegetative nutrient solution.
[29:07.380 --> 29:10.440]  Other companies will offer their products in a different format.
